YEAR,STATE,TYPE OF PRODUCER,ENERGY SOURCE,GENERATION (Megawatthours)
2021,WI,"Electric Generators, Independent Power Producers",Wind,"558,962"
2021,WI,"Electric Generators, Electric Utilities",Total,"50,625,364"
2021,WI,"Electric Generators, Electric Utilities",Coal,"27,233,278"
2021,WI,"Electric Generators, Electric Utilities",Hydroelectric Conventional,"1,904,534"
2021,WI,"Electric Generators, Electric Utilities",Natural Gas,"19,502,152"
2021,WI,"Electric Generators, Electric Utilities",Other,"23,138"
2021,WI,"Electric Generators, Electric Utilities",Petroleum,"314,353"
2021,WI,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,"252,933"
2021,WI,"Electric Generators, Electric Utilities",Other Biomass,"12,939"
2021,WI,"Electric Generators, Electric Utilities",Wind,"1,006,929"
2021,WI,"Electric Generators, Electric Utilities",Wood and Wood Derived Fuels,"375,109"
2021,WV,Total Electric Power Industry,Total,"65,836,063"
2021,WV,Total Electric Power Industry,Coal,"59,667,589"
2021,WV,Total Electric Power Industry,Hydroelectric Conventional,"1,704,564"
2021,WV,Total Electric Power Industry,Natural Gas,"2,625,675"
2021,WV,Total Electric Power Industry,Other Gases,"53,005"
2021,WV,Total Electric Power Industry,Other,"-16,271"
2021,WV,Total Electric Power Industry,Petroleum,"167,199"
2021,WV,Total Electric Power Industry,Other Biomass,"10,166"
2021,WV,Total Electric Power Industry,Wind,"1,624,136"
2021,WV,"Combined Heat and Power, Industrial Power",Total,"1,268,818"
2021,WV,"Combined Heat and Power, Industrial Power",Hydroelectric Conventional,"516,228"
2021,WV,"Combined Heat and Power, Industrial Power",Natural Gas,"699,585"
2021,WV,"Combined Heat and Power, Industrial Power",Other Gases,"53,005"
2021,WV,"Electric Generators, Independent Power Producers",Total,"17,315,353"
2021,WV,"Electric Generators, Independent Power Producers",Coal,"13,723,811"
2021,WV,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,"391,927"
2021,WV,"Electric Generators, Independent Power Producers",Natural Gas,"1,576,895"
2021,WV,"Electric Generators, Independent Power Producers",Other,"-16,271"
2021,WV,"Electric Generators, Independent Power Producers",Petroleum,"4,689"
2021,WV,"Electric Generators, Independent Power Producers",Other Biomass,"10,166"
2021,WV,"Electric Generators, Independent Power Producers",Wind,"1,624,136"
2021,WV,"Electric Generators, Electric Utilities",Total,"47,251,892"
2021,WV,"Electric Generators, Electric Utilities",Coal,"45,943,778"
2021,WV,"Electric Generators, Electric Utilities",Hydroelectric Conventional,"796,409"
2021,WV,"Electric Generators, Electric Utilities",Natural Gas,"349,195"
2021,WV,"Electric Generators, Electric Utilities",Other,0
2021,WV,"Electric Generators, Electric Utilities",Petroleum,"162,510"
2021,WY,Total Electric Power Industry,Total,"43,460,744"
2021,WY,Total Electric Power Industry,Coal,"32,038,128"
2021,WY,Total Electric Power Industry,Hydroelectric Conventional,"790,445"
2021,WY,Total Electric Power Industry,Natural Gas,"1,500,701"
2021,WY,Total Electric Power Industry,Other Gases,"360,169"
2021,WY,Total Electric Power Industry,Other,"84,037"
2021,WY,Total Electric Power Industry,Petroleum,"60,332"
2021,WY,Total Electric Power Industry,Solar Thermal and Photovoltaic,"179,072"
2021,WY,Total Electric Power Industry,Wind,"8,447,860"
2021,WY,"Combined Heat and Power, Industrial Power",Total,"1,441,268"
2021,WY,"Combined Heat and Power, Industrial Power",Coal,"361,811"
2021,WY,"Combined Heat and Power, Industrial Power",Natural Gas,"634,965"
2021,WY,"Combined Heat and Power, Industrial Power",Other Gases,"360,169"
2021,WY,"Combined Heat and Power, Industrial Power",Other,"84,037"
2021,WY,"Combined Heat and Power, Industrial Power",Petroleum,286
2021,WY,"Electric Generators, Independent Power Producers",Total,"4,821,007"
2021,WY,"Electric Generators, Independent Power Producers",Coal,"520,392"
2021,WY,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,"9,080"
2021,WY,"Electric Generators, Independent Power Producers",Natural Gas,"1,124"
2021,WY,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,"179,072"
2021,WY,"Electric Generators, Independent Power Producers",Wind,"4,111,339"
2021,WY,"Electric Generators, Electric Utilities",Total,"37,198,469"
2021,WY,"Electric Generators, Electric Utilities",Coal,"31,155,925"
2021,WY,"Electric Generators, Electric Utilities",Hydroelectric Conventional,"781,365"
2021,WY,"Electric Generators, Electric Utilities",Natural Gas,"864,612"
2021,WY,"Electric Generators, Electric Utilities",Petroleum,"60,046"
2021,WY,"Electric Generators, Electric Utilities",Wind,"4,336,521"
