YEAR,STATE,TYPE OF PRODUCER,ENERGY SOURCE,GENERATION (Megawatthours)
2021,NJ,"Electric Generators, Electric Utilities",Natural Gas,"97,322"
2021,NJ,"Electric Generators, Electric Utilities",Other,0
2021,NJ,"Electric Generators, Electric Utilities",Petroleum,218
2021,NJ,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,"114,635"
2021,NM,Total Electric Power Industry,Total,"35,192,365"
2021,NM,Total Electric Power Industry,Coal,"12,536,319"
2021,NM,Total Electric Power Industry,Geothermal,"50,934"
2021,NM,Total Electric Power Industry,Hydroelectric Conventional,"122,862"
2021,NM,Total Electric Power Industry,Natural Gas,"10,093,190"
2021,NM,Total Electric Power Industry,Other,-346
2021,NM,Total Electric Power Industry,Petroleum,"33,178"
2021,NM,Total Electric Power Industry,Solar Thermal and Photovoltaic,"1,749,810"
2021,NM,Total Electric Power Industry,Other Biomass,"25,683"
2021,NM,Total Electric Power Industry,Wind,"10,580,735"
2021,NM,"Combined Heat and Power, Industrial Power",Total,"47,907"
2021,NM,"Combined Heat and Power, Industrial Power",Natural Gas,"47,907"
2021,NM,"Combined Heat and Power, Industrial Power",Petroleum,0
2021,NM,"Combined Heat and Power, Commercial Power",Total,"134,472"
2021,NM,"Combined Heat and Power, Commercial Power",Natural Gas,"132,554"
2021,NM,"Combined Heat and Power, Commercial Power",Wind,"1,918"
2021,NM,"Combined Heat and Power, Electric Power",Total,"20,251"
2021,NM,"Combined Heat and Power, Electric Power",Natural Gas,"12,250"
2021,NM,"Combined Heat and Power, Electric Power",Other Biomass,"8,001"
2021,NM,"Electric Generators, Independent Power Producers",Total,"13,130,270"
2021,NM,"Electric Generators, Independent Power Producers",Geothermal,"50,934"
2021,NM,"Electric Generators, Independent Power Producers",Natural Gas,"3,460,456"
2021,NM,"Electric Generators, Independent Power Producers",Other,-105
2021,NM,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,"1,360,279"
2021,NM,"Electric Generators, Independent Power Producers",Other Biomass,"17,682"
2021,NM,"Electric Generators, Independent Power Producers",Wind,"8,241,024"
2021,NM,"Electric Generators, Electric Utilities",Total,"21,859,465"
2021,NM,"Electric Generators, Electric Utilities",Coal,"12,536,319"
2021,NM,"Electric Generators, Electric Utilities",Hydroelectric Conventional,"122,862"
2021,NM,"Electric Generators, Electric Utilities",Natural Gas,"6,440,023"
2021,NM,"Electric Generators, Electric Utilities",Other,-241
2021,NM,"Electric Generators, Electric Utilities",Petroleum,"33,178"
2021,NM,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,"389,531"
2021,NM,"Electric Generators, Electric Utilities",Wind,"2,337,793"
2021,NV,Total Electric Power Industry,Total,"41,754,584"
2021,NV,Total Electric Power Industry,Coal,"2,752,473"
2021,NV,Total Electric Power Industry,Geothermal,"3,917,454"
2021,NV,Total Electric Power Industry,Hydroelectric Conventional,"1,944,288"
2021,NV,Total Electric Power Industry,Natural Gas,"26,129,918"
2021,NV,Total Electric Power Industry,Other Gases,0
2021,NV,Total Electric Power Industry,Other,"27,358"
2021,NV,Total Electric Power Industry,Petroleum,"8,014"
2021,NV,Total Electric Power Industry,Solar Thermal and Photovoltaic,"6,585,171"
2021,NV,Total Electric Power Industry,Other Biomass,"49,964"
2021,NV,Total Electric Power Industry,Wind,"339,944"
2021,NV,"Combined Heat and Power, Industrial Power",Total,"338,697"
2021,NV,"Combined Heat and Power, Industrial Power",Natural Gas,"335,079"
2021,NV,"Combined Heat and Power, Industrial Power",Solar Thermal and Photovoltaic,"3,618"
2021,NV,"Combined Heat and Power, Commercial Power",Total,"614,926"
2021,NV,"Combined Heat and Power, Commercial Power",Geothermal,"501,703"
2021,NV,"Combined Heat and Power, Commercial Power",Natural Gas,"61,998"
2021,NV,"Combined Heat and Power, Commercial Power",Solar Thermal and Photovoltaic,"51,225"
2021,NV,"Combined Heat and Power, Electric Power",Total,"2,183,913"
2021,NV,"Combined Heat and Power, Electric Power",Natural Gas,"2,183,913"
2021,NV,"Combined Heat and Power, Electric Power",Other Gases,0
2021,NV,"Combined Heat and Power, Electric Power",Petroleum,0
2021,NV,"Electric Generators, Independent Power Producers",Total,"11,383,459"
2021,NV,"Electric Generators, Independent Power Producers",Coal,"1,190,008"
2021,NV,"Electric Generators, Independent Power Producers",Geothermal,"3,415,751"
2021,NV,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,"39,143"
2021,NV,"Electric Generators, Independent Power Producers",Natural Gas,"2,024"
2021,NV,"Electric Generators, Independent Power Producers",Other,-761
2021,NV,"Electric Generators, Independent Power Producers",Petroleum,"2,333"
2021,NV,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,"6,345,053"
2021,NV,"Electric Generators, Independent Power Producers",Other Biomass,"49,964"
2021,NV,"Electric Generators, Independent Power Producers",Wind,"339,944"
2021,NV,"Electric Generators, Electric Utilities",Total,"27,233,589"
2021,NV,"Electric Generators, Electric Utilities",Coal,"1,562,466"
2021,NV,"Electric Generators, Electric Utilities",Hydroelectric Conventional,"1,905,145"
2021,NV,"Electric Generators, Electric Utilities",Natural Gas,"23,546,904"
2021,NV,"Electric Generators, Electric Utilities",Other,"28,119"
2021,NV,"Electric Generators, Electric Utilities",Petroleum,"5,680"
2021,NV,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,"185,275"
2021,NY,Total Electric Power Industry,Total,"124,772,248"
2021,NY,Total Electric Power Industry,Coal,0
2021,NY,Total Electric Power Industry,Pumped Storage,"-381,535"
2021,NY,Total Electric Power Industry,Hydroelectric Conventional,"28,765,477"
2021,NY,Total Electric Power Industry,Natural Gas,"56,342,707"
2021,NY,Total Electric Power Industry,Nuclear,"31,176,583"
2021,NY,Total Electric Power Industry,Other Gases,0
2021,NY,Total Electric Power Industry,Other,"962,650"
2021,NY,Total Electric Power Industry,Petroleum,"687,762"
2021,NY,Total Electric Power Industry,Solar Thermal and Photovoltaic,"1,158,925"
2021,NY,Total Electric Power Industry,Other Biomass,"1,449,889"
2021,NY,Total Electric Power Industry,Wind,"4,156,369"
2021,NY,Total Electric Power Industry,Wood and Wood Derived Fuels,"453,422"
2021,NY,"Combined Heat and Power, Industrial Power",Total,"804,724"
2021,NY,"Combined Heat and Power, Industrial Power",Coal,0
2021,NY,"Combined Heat and Power, Industrial Power",Hydroelectric Conventional,"63,561"
2021,NY,"Combined Heat and Power, Industrial Power",Natural Gas,"562,893"
2021,NY,"Combined Heat and Power, Industrial Power",Other Gases,0
2021,NY,"Combined Heat and Power, Industrial Power",Other,0
2021,NY,"Combined Heat and Power, Industrial Power",Petroleum,"8,085"
2021,NY,"Combined Heat and Power, Industrial Power",Solar Thermal and Photovoltaic,"6,412"
2021,NY,"Combined Heat and Power, Industrial Power",Wind,"2,207"
2021,NY,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,"161,566"
2021,NY,"Combined Heat and Power, Commercial Power",Total,"1,058,679"
2021,NY,"Combined Heat and Power, Commercial Power",Coal,0
2021,NY,"Combined Heat and Power, Commercial Power",Hydroelectric Conventional,"7,950"
2021,NY,"Combined Heat and Power, Commercial Power",Natural Gas,"606,500"
2021,NY,"Combined Heat and Power, Commercial Power",Other,"235,038"
2021,NY,"Combined Heat and Power, Commercial Power",Petroleum,"3,611"
2021,NY,"Combined Heat and Power, Commercial Power",Solar Thermal and Photovoltaic,"9,971"
2021,NY,"Combined Heat and Power, Commercial Power",Other Biomass,"192,644"
2021,NY,"Combined Heat and Power, Commercial Power",Wind,"2,965"
2021,NY,"Combined Heat and Power, Electric Power",Total,"11,552,616"
2021,NY,"Combined Heat and Power, Electric Power",Natural Gas,"11,051,897"
2021,NY,"Combined Heat and Power, Electric Power",Other,"274,390"
2021,NY,"Combined Heat and Power, Electric Power",Petroleum,"1,829"
2021,NY,"Combined Heat and Power, Electric Power",Other Biomass,"224,500"
2021,NY,"Electric Generators, Independent Power Producers",Total,"74,581,372"
2021,NY,"Electric Generators, Independent Power Producers",Coal,0
2021,NY,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,"4,400,597"
2021,NY,"Electric Generators, Independent Power Producers",Natural Gas,"31,810,078"
2021,NY,"Electric Generators, Independent Power Producers",Nuclear,"31,176,583"
2021,NY,"Electric Generators, Independent Power Producers",Other,"453,328"
2021,NY,"Electric Generators, Independent Power Producers",Petroleum,"122,446"
2021,NY,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,"1,142,542"
2021,NY,"Electric Generators, Independent Power Producers",Other Biomass,"1,032,745"
2021,NY,"Electric Generators, Independent Power Producers",Wind,"4,151,197"
2021,NY,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,"291,857"
2021,NY,"Electric Generators, Electric Utilities",Total,"36,774,858"
2021,NY,"Electric Generators, Electric Utilities",Coal,0
2021,NY,"Electric Generators, Electric Utilities",Pumped Storage,"-381,535"
2021,NY,"Electric Generators, Electric Utilities",Hydroelectric Conventional,"24,293,369"
2021,NY,"Electric Generators, Electric Utilities",Natural Gas,"12,311,339"
2021,NY,"Electric Generators, Electric Utilities",Other,-107
2021,NY,"Electric Generators, Electric Utilities",Petroleum,"551,792"
2021,OH,Total Electric Power Industry,Total,"125,947,507"
2021,OH,Total Electric Power Industry,Coal,"45,662,048"
2021,OH,Total Electric Power Industry,Hydroelectric Conventional,"578,290"
2021,OH,Total Electric Power Industry,Natural Gas,"56,380,782"
2021,OH,Total Electric Power Industry,Nuclear,"17,483,009"
2021,OH,Total Electric Power Industry,Other Gases,"812,827"
2021,OH,Total Electric Power Industry,Other,"3,240"
2021,OH,Total Electric Power Industry,Petroleum,"1,125,073"
2021,OH,Total Electric Power Industry,Solar Thermal and Photovoltaic,"672,660"
2021,OH,Total Electric Power Industry,Other Biomass,"406,508"
2021,OH,Total Electric Power Industry,Wind,"2,586,756"
2021,OH,Total Electric Power Industry,Wood and Wood Derived Fuels,"236,314"
2021,OH,"Combined Heat and Power, Industrial Power",Total,"724,223"
2021,OH,"Combined Heat and Power, Industrial Power",Coal,0
2021,OH,"Combined Heat and Power, Industrial Power",Natural Gas,"262,961"
2021,OH,"Combined Heat and Power, Industrial Power",Other Gases,"140,938"
2021,OH,"Combined Heat and Power, Industrial Power",Other,"8,131"
2021,OH,"Combined Heat and Power, Industrial Power",Petroleum,"1,834"
2021,OH,"Combined Heat and Power, Industrial Power",Solar Thermal and Photovoltaic,"1,764"
2021,OH,"Combined Heat and Power, Industrial Power",Other Biomass,"2,906"
2021,OH,"Combined Heat and Power, Industrial Power",Wind,"87,543"
2021,OH,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,"218,146"
2021,OH,"Combined Heat and Power, Commercial Power",Total,"252,090"
2021,OH,"Combined Heat and Power, Commercial Power",Coal,0
2021,OH,"Combined Heat and Power, Commercial Power",Natural Gas,"234,914"
2021,OH,"Combined Heat and Power, Commercial Power",Petroleum,277
2021,OH,"Combined Heat and Power, Commercial Power",Solar Thermal and Photovoltaic,"5,750"
2021,OH,"Combined Heat and Power, Commercial Power",Other Biomass,"7,940"
2021,OH,"Combined Heat and Power, Commercial Power",Wind,"3,208"
2021,OH,"Combined Heat and Power, Electric Power",Total,"1,859,748"
2021,OH,"Combined Heat and Power, Electric Power",Coal,0
2021,OH,"Combined Heat and Power, Electric Power",Natural Gas,"195,482"
2021,OH,"Combined Heat and Power, Electric Power",Other Gases,"671,889"
2021,OH,"Combined Heat and Power, Electric Power",Petroleum,"974,210"
2021,OH,"Combined Heat and Power, Electric Power",Wood and Wood Derived Fuels,"18,167"
2021,OH,"Electric Generators, Independent Power Producers",Total,"108,793,876"
2021,OH,"Electric Generators, Independent Power Producers",Coal,"40,562,868"
2021,OH,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,"207,829"
2021,OH,"Electric Generators, Independent Power Producers",Natural Gas,"46,873,990"
2021,OH,"Electric Generators, Independent Power Producers",Nuclear,"17,483,009"
2021,OH,"Electric Generators, Independent Power Producers",Other Gases,0
2021,OH,"Electric Generators, Independent Power Producers",Other,"-4,191"
2021,OH,"Electric Generators, Independent Power Producers",Petroleum,"127,888"
2021,OH,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,"657,573"
2021,OH,"Electric Generators, Independent Power Producers",Other Biomass,"395,662"
2021,OH,"Electric Generators, Independent Power Producers",Wind,"2,489,248"
2021,OH,"Electric Generators, Electric Utilities",Total,"14,317,570"
2021,OH,"Electric Generators, Electric Utilities",Coal,"5,099,180"
2021,OH,"Electric Generators, Electric Utilities",Hydroelectric Conventional,"370,461"
2021,OH,"Electric Generators, Electric Utilities",Natural Gas,"8,813,436"
2021,OH,"Electric Generators, Electric Utilities",Other,-700
2021,OH,"Electric Generators, Electric Utilities",Petroleum,"20,864"
2021,OH,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,"7,572"
2021,OH,"Electric Generators, Electric Utilities",Other Biomass,0
2021,OH,"Electric Generators, Electric Utilities",Wind,"6,757"
2021,OK,Total Electric Power Industry,Total,"80,754,586"
2021,OK,Total Electric Power Industry,Coal,"11,246,007"
2021,OK,Total Electric Power Industry,Pumped Storage,"-86,940"
2021,OK,Total Electric Power Industry,Hydroelectric Conventional,"2,766,175"
2021,OK,Total Electric Power Industry,Natural Gas,"33,857,238"
2021,OK,Total Electric Power Industry,Other,"1,711"
2021,OK,Total Electric Power Industry,Petroleum,"35,178"
2021,OK,Total Electric Power Industry,Solar Thermal and Photovoltaic,"76,618"
2021,OK,Total Electric Power Industry,Other Biomass,"86,523"
2021,OK,Total Electric Power Industry,Wind,"32,540,312"
2021,OK,Total Electric Power Industry,Wood and Wood Derived Fuels,"231,765"
2021,OK,"Combined Heat and Power, Industrial Power",Total,"839,102"
2021,OK,"Combined Heat and Power, Industrial Power",Coal,"41,181"
2021,OK,"Combined Heat and Power, Industrial Power",Natural Gas,"496,190"
2021,OK,"Combined Heat and Power, Industrial Power",Other,"1,711"
2021,OK,"Combined Heat and Power, Industrial Power",Petroleum,681
2021,OK,"Combined Heat and Power, Industrial Power",Other Biomass,"67,574"
2021,OK,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,"231,765"
2021,OK,"Combined Heat and Power, Commercial Power",Total,0
2021,OK,"Combined Heat and Power, Commercial Power",Natural Gas,0
2021,OK,"Combined Heat and Power, Commercial Power",Petroleum,0
2021,OK,"Electric Generators, Independent Power Producers",Total,"42,313,768"
2021,OK,"Electric Generators, Independent Power Producers",Natural Gas,"11,435,756"
2021,OK,"Electric Generators, Independent Power Producers",Other,0
2021,OK,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,"3,823"
2021,OK,"Electric Generators, Independent Power Producers",Other Biomass,"18,949"
2021,OK,"Electric Generators, Independent Power Producers",Wind,"30,855,240"
2021,OK,"Electric Generators, Electric Utilities",Total,"37,601,716"
2021,OK,"Electric Generators, Electric Utilities",Coal,"11,204,825"
2021,OK,"Electric Generators, Electric Utilities",Pumped Storage,"-86,940"
2021,OK,"Electric Generators, Electric Utilities",Hydroelectric Conventional,"2,766,175"
2021,OK,"Electric Generators, Electric Utilities",Natural Gas,"21,925,292"
2021,OK,"Electric Generators, Electric Utilities",Other,0
2021,OK,"Electric Generators, Electric Utilities",Petroleum,"34,497"
2021,OK,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,"72,795"
2021,OK,"Electric Generators, Electric Utilities",Wind,"1,685,072"
2021,OK,"Electric Generators, Electric Utilities",Wood and Wood Derived Fuels,0
2021,OR,Total Electric Power Industry,Total,"61,016,874"
2021,OR,Total Electric Power Industry,Geothermal,"182,841"
2021,OR,Total Electric Power Industry,Hydroelectric Conventional,"27,659,573"
2021,OR,Total Electric Power Industry,Natural Gas,"21,296,627"
2021,OR,Total Electric Power Industry,Other,"35,467"
2021,OR,Total Electric Power Industry,Petroleum,419
2021,OR,Total Electric Power Industry,Solar Thermal and Photovoltaic,"1,461,062"
2021,OR,Total Electric Power Industry,Other Biomass,"318,976"
2021,OR,Total Electric Power Industry,Wind,"9,375,750"
2021,OR,Total Electric Power Industry,Wood and Wood Derived Fuels,"686,158"
2021,OR,"Combined Heat and Power, Industrial Power",Total,"582,854"
2021,OR,"Combined Heat and Power, Industrial Power",Natural Gas,"69,690"
2021,OR,"Combined Heat and Power, Industrial Power",Petroleum,0
2021,OR,"Combined Heat and Power, Industrial Power",Other Biomass,"20,305"
2021,OR,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,"492,858"
2021,OR,"Combined Heat and Power, Commercial Power",Total,"82,282"
2021,OR,"Combined Heat and Power, Commercial Power",Natural Gas,"43,368"
2021,OR,"Combined Heat and Power, Commercial Power",Petroleum,212
2021,OR,"Combined Heat and Power, Commercial Power",Other Biomass,"38,702"
2021,OR,"Combined Heat and Power, Electric Power",Total,"5,914,730"
2021,OR,"Combined Heat and Power, Electric Power",Natural Gas,"5,914,730"
2021,OR,"Combined Heat and Power, Electric Power",Other Biomass,0
2021,OR,"Combined Heat and Power, Electric Power",Wood and Wood Derived Fuels,0
2021,OR,"Electric Generators, Independent Power Producers",Total,"14,284,069"
2021,OR,"Electric Generators, Independent Power Producers",Geothermal,"182,841"
2021,OR,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,"198,502"
2021,OR,"Electric Generators, Independent Power Producers",Natural Gas,"4,393,672"
2021,OR,"Electric Generators, Independent Power Producers",Other,"35,743"
2021,OR,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,"1,455,919"
2021,OR,"Electric Generators, Independent Power Producers",Other Biomass,"199,837"
2021,OR,"Electric Generators, Independent Power Producers",Wind,"7,624,254"
2021,OR,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,"193,300"
2021,OR,"Electric Generators, Electric Utilities",Total,"40,152,940"
2021,OR,"Electric Generators, Electric Utilities",Geothermal,0
2021,OR,"Electric Generators, Electric Utilities",Hydroelectric Conventional,"27,461,071"
2021,OR,"Electric Generators, Electric Utilities",Natural Gas,"10,875,166"
2021,OR,"Electric Generators, Electric Utilities",Other,-276
2021,OR,"Electric Generators, Electric Utilities",Petroleum,208
2021,OR,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,"5,143"
2021,OR,"Electric Generators, Electric Utilities",Other Biomass,"60,132"
2021,OR,"Electric Generators, Electric Utilities",Wind,"1,751,496"
2021,PA,Total Electric Power Industry,Total,"241,331,434"
2021,PA,Total Electric Power Industry,Coal,"29,297,308"
2021,PA,Total Electric Power Industry,Pumped Storage,"-691,512"
2021,PA,Total Electric Power Industry,Hydroelectric Conventional,"3,134,917"
2021,PA,Total Electric Power Industry,Natural Gas,"126,664,878"
2021,PA,Total Electric Power Industry,Nuclear,"75,902,514"
2021,PA,Total Electric Power Industry,Other Gases,"550,684"
2021,PA,Total Electric Power Industry,Other,"904,095"
2021,PA,Total Electric Power Industry,Petroleum,"124,096"
2021,PA,Total Electric Power Industry,Solar Thermal and Photovoltaic,"223,504"
2021,PA,Total Electric Power Industry,Other Biomass,"1,395,935"
2021,PA,Total Electric Power Industry,Wind,"3,455,169"
2021,PA,Total Electric Power Industry,Wood and Wood Derived Fuels,"369,846"
2021,PA,"Combined Heat and Power, Industrial Power",Total,"2,803,174"
2021,PA,"Combined Heat and Power, Industrial Power",Coal,"77,937"
2021,PA,"Combined Heat and Power, Industrial Power",Natural Gas,"1,751,334"
2021,PA,"Combined Heat and Power, Industrial Power",Other Gases,"549,179"
2021,PA,"Combined Heat and Power, Industrial Power",Petroleum,"4,487"
2021,PA,"Combined Heat and Power, Industrial Power",Solar Thermal and Photovoltaic,"7,442"
2021,PA,"Combined Heat and Power, Industrial Power",Other Biomass,"43,371"
2021,PA,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,"369,424"
2021,PA,"Combined Heat and Power, Commercial Power",Total,"379,231"
2021,PA,"Combined Heat and Power, Commercial Power",Coal,0
2021,PA,"Combined Heat and Power, Commercial Power",Natural Gas,"129,938"
2021,PA,"Combined Heat and Power, Commercial Power",Other,"111,285"
2021,PA,"Combined Heat and Power, Commercial Power",Petroleum,"3,155"
2021,PA,"Combined Heat and Power, Commercial Power",Solar Thermal and Photovoltaic,"4,284"
2021,PA,"Combined Heat and Power, Commercial Power",Other Biomass,"130,569"
2021,PA,"Combined Heat and Power, Electric Power",Total,"7,619,317"
2021,PA,"Combined Heat and Power, Electric Power",Coal,"1,240,795"
2021,PA,"Combined Heat and Power, Electric Power",Natural Gas,"6,244,981"
2021,PA,"Combined Heat and Power, Electric Power",Other Gases,"1,505"
2021,PA,"Combined Heat and Power, Electric Power",Other,"60,305"
2021,PA,"Combined Heat and Power, Electric Power",Petroleum,"4,184"
2021,PA,"Combined Heat and Power, Electric Power",Other Biomass,"67,547"
2021,PA,"Electric Generators, Independent Power Producers",Total,"230,421,119"
2021,PA,"Electric Generators, Independent Power Producers",Coal,"27,978,577"
2021,PA,"Electric Generators, Independent Power Producers",Pumped Storage,"-691,512"
2021,PA,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,"3,040,220"
2021,PA,"Electric Generators, Independent Power Producers",Natural Gas,"118,525,066"
2021,PA,"Electric Generators, Independent Power Producers",Nuclear,"75,902,514"
2021,PA,"Electric Generators, Independent Power Producers",Other Gases,0
2021,PA,"Electric Generators, Independent Power Producers",Other,"732,505"
2021,PA,"Electric Generators, Independent Power Producers",Petroleum,"111,933"
2021,PA,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,"211,778"
2021,PA,"Electric Generators, Independent Power Producers",Other Biomass,"1,154,448"
2021,PA,"Electric Generators, Independent Power Producers",Wind,"3,455,169"
2021,PA,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,422
2021,PA,"Electric Generators, Electric Utilities",Total,"108,593"
2021,PA,"Electric Generators, Electric Utilities",Coal,0
2021,PA,"Electric Generators, Electric Utilities",Hydroelectric Conventional,"94,697"
2021,PA,"Electric Generators, Electric Utilities",Natural Gas,"13,559"
2021,PA,"Electric Generators, Electric Utilities",Petroleum,337
2021,RI,Total Electric Power Industry,Total,"9,322,650"
2021,RI,Total Electric Power Industry,Coal,0
2021,RI,Total Electric Power Industry,Hydroelectric Conventional,"4,455"
2021,RI,Total Electric Power Industry,Natural Gas,"8,641,187"
2021,RI,Total Electric Power Industry,Petroleum,"12,563"
2021,RI,Total Electric Power Industry,Solar Thermal and Photovoltaic,"284,010"
2021,RI,Total Electric Power Industry,Other Biomass,"208,274"
2021,RI,Total Electric Power Industry,Wind,"172,160"
2021,RI,"Combined Heat and Power, Industrial Power",Total,"155,370"
2021,RI,"Combined Heat and Power, Industrial Power",Natural Gas,"155,050"
2021,RI,"Combined Heat and Power, Industrial Power",Petroleum,320
2021,RI,"Combined Heat and Power, Commercial Power",Total,"55,808"
2021,RI,"Combined Heat and Power, Commercial Power",Natural Gas,"46,917"
2021,RI,"Combined Heat and Power, Commercial Power",Petroleum,"1,985"
2021,RI,"Combined Heat and Power, Commercial Power",Wind,"6,906"
2021,RI,"Electric Generators, Independent Power Producers",Total,"9,111,470"
2021,RI,"Electric Generators, Independent Power Producers",Coal,0
2021,RI,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,"4,455"
2021,RI,"Electric Generators, Independent Power Producers",Natural Gas,"8,439,221"
2021,RI,"Electric Generators, Independent Power Producers",Petroleum,"10,255"
2021,RI,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,"284,010"
2021,RI,"Electric Generators, Independent Power Producers",Other Biomass,"208,274"
2021,RI,"Electric Generators, Independent Power Producers",Wind,"165,254"
2021,RI,"Electric Generators, Electric Utilities",Total,2
2021,RI,"Electric Generators, Electric Utilities",Petroleum,2
2021,SC,Total Electric Power Industry,Total,"98,390,441"
2021,SC,Total Electric Power Industry,Coal,"15,188,401"
2021,SC,Total Electric Power Industry,Pumped Storage,"-768,078"
2021,SC,Total Electric Power Industry,Hydroelectric Conventional,"2,543,758"
2021,SC,Total Electric Power Industry,Natural Gas,"23,242,298"
2021,SC,Total Electric Power Industry,Nuclear,"53,771,428"
2021,SC,Total Electric Power Industry,Other,"42,135"
2021,SC,Total Electric Power Industry,Petroleum,"86,175"
2021,SC,Total Electric Power Industry,Solar Thermal and Photovoltaic,"2,279,650"
2021,SC,Total Electric Power Industry,Other Biomass,"106,595"
2021,SC,Total Electric Power Industry,Wood and Wood Derived Fuels,"1,898,079"
2021,SC,"Combined Heat and Power, Industrial Power",Total,"1,586,719"
2021,SC,"Combined Heat and Power, Industrial Power",Coal,"25,031"
2021,SC,"Combined Heat and Power, Industrial Power",Natural Gas,"161,486"
2021,SC,"Combined Heat and Power, Industrial Power",Other,"33,279"
2021,SC,"Combined Heat and Power, Industrial Power",Petroleum,"8,802"
2021,SC,"Combined Heat and Power, Industrial Power",Solar Thermal and Photovoltaic,"3,934"
2021,SC,"Combined Heat and Power, Industrial Power",Other Biomass,"36,615"
2021,SC,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,"1,317,572"
2021,SC,"Combined Heat and Power, Commercial Power",Total,"2,208"
2021,SC,"Combined Heat and Power, Commercial Power",Hydroelectric Conventional,"2,082"
2021,SC,"Combined Heat and Power, Commercial Power",Natural Gas,63
2021,SC,"Combined Heat and Power, Commercial Power",Petroleum,63
2021,SC,"Combined Heat and Power, Electric Power",Total,"820,193"
2021,SC,"Combined Heat and Power, Electric Power",Coal,"149,861"
2021,SC,"Combined Heat and Power, Electric Power",Natural Gas,"364,191"
2021,SC,"Combined Heat and Power, Electric Power",Other,"7,596"
2021,SC,"Combined Heat and Power, Electric Power",Petroleum,"1,849"
2021,SC,"Combined Heat and Power, Electric Power",Wood and Wood Derived Fuels,"296,696"
2021,SC,"Electric Generators, Independent Power Producers",Total,"3,007,498"
2021,SC,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,"82,107"
2021,SC,"Electric Generators, Independent Power Producers",Natural Gas,"358,552"
2021,SC,"Electric Generators, Independent Power Producers",Other,"1,260"
2021,SC,"Electric Generators, Independent Power Producers",Petroleum,"1,961"
2021,SC,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,"2,267,404"
2021,SC,"Electric Generators, Independent Power Producers",Other Biomass,"11,584"
2021,SC,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,"284,630"
2021,SC,"Electric Generators, Electric Utilities",Total,"92,973,822"
2021,SC,"Electric Generators, Electric Utilities",Coal,"15,013,508"
2021,SC,"Electric Generators, Electric Utilities",Pumped Storage,"-768,078"
2021,SC,"Electric Generators, Electric Utilities",Hydroelectric Conventional,"2,459,569"
2021,SC,"Electric Generators, Electric Utilities",Natural Gas,"22,358,006"
2021,SC,"Electric Generators, Electric Utilities",Nuclear,"53,771,428"
2021,SC,"Electric Generators, Electric Utilities",Petroleum,"73,500"
2021,SC,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,"8,312"
2021,SC,"Electric Generators, Electric Utilities",Other Biomass,"58,396"
2021,SC,"Electric Generators, Electric Utilities",Wood and Wood Derived Fuels,-819
2021,SD,Total Electric Power Industry,Total,"17,322,409"
2021,SD,Total Electric Power Industry,Coal,"1,638,390"
2021,SD,Total Electric Power Industry,Hydroelectric Conventional,"4,982,552"
2021,SD,Total Electric Power Industry,Natural Gas,"1,311,854"
2021,SD,Total Electric Power Industry,Other,0
2021,SD,Total Electric Power Industry,Petroleum,"38,192"
2021,SD,Total Electric Power Industry,Solar Thermal and Photovoltaic,"2,007"
2021,SD,Total Electric Power Industry,Other Biomass,"1,119"
2021,SD,Total Electric Power Industry,Wind,"9,326,617"
2021,SD,Total Electric Power Industry,Wood and Wood Derived Fuels,"21,677"
2021,SD,"Combined Heat and Power, Industrial Power",Total,"54,410"
