geotype,geoid,geoname,varname,x2021,State,Cluster
county,28013,"Calhoun County, MS",drilloffshore,65.36,MS,1.0
county,28015,"Carroll County, MS",drilloffshore,67.83,MS,1.0
county,28017,"Chickasaw County, MS",drilloffshore,63.24,MS,1.0
county,28019,"Choctaw County, MS",drilloffshore,69.18,MS,1.0
county,28021,"Claiborne County, MS",drilloffshore,57.73,MS,1.0
county,28023,"Clarke County, MS",drilloffshore,65.96,MS,1.0
county,28025,"Clay County, MS",drilloffshore,60.75,MS,1.0
county,28027,"Coahoma County, MS",drilloffshore,55.26,MS,1.0
county,28029,"Copiah County, MS",drilloffshore,63.27,MS,1.0
county,28031,"Covington County, MS",drilloffshore,65.72,MS,1.0
county,28033,"Desoto County, MS",drilloffshore,,MS,1.0
county,28033,"DeSoto County, MS",drilloffshore,63.11,MS,1.0
county,28035,"Forrest County, MS",drilloffshore,59.64,MS,1.0
county,28037,"Franklin County, MS",drilloffshore,61.96,MS,1.0
county,28039,"George County, MS",drilloffshore,59.71,MS,1.0
county,28041,"Greene County, MS",drilloffshore,64.3,MS,1.0
county,28043,"Grenada County, MS",drilloffshore,64.49,MS,1.0
county,28045,"Hancock County, MS",drilloffshore,68.06,MS,1.0
county,28047,"Harrison County, MS",drilloffshore,62.9,MS,1.0
county,28049,"Hinds County, MS",drilloffshore,55.69,MS,1.0
county,28051,"Holmes County, MS",drilloffshore,54.18,MS,1.0
county,28053,"Humphreys County, MS",drilloffshore,53.26,MS,1.0
county,28055,"Issaquena County, MS",drilloffshore,64.51,MS,1.0
county,28057,"Itawamba County, MS",drilloffshore,69.38,MS,1.0
county,28059,"Jackson County, MS",drilloffshore,63.63,MS,1.0
county,28061,"Jasper County, MS",drilloffshore,63.52,MS,1.0
county,28063,"Jefferson County, MS",drilloffshore,56.34,MS,1.0
county,28065,"Jefferson Davis County, MS",drilloffshore,60.49,MS,1.0
county,28067,"Jones County, MS",drilloffshore,66.12,MS,1.0
county,28069,"Kemper County, MS",drilloffshore,59.95,MS,1.0
county,28071,"Lafayette County, MS",drilloffshore,59.48,MS,1.0
county,28073,"Lamar County, MS",drilloffshore,63.6,MS,1.0
county,28075,"Lauderdale County, MS",drilloffshore,62.74,MS,1.0
county,28077,"Lawrence County, MS",drilloffshore,59.38,MS,1.0
county,28079,"Leake County, MS",drilloffshore,60.09,MS,1.0
county,28081,"Lee County, MS",drilloffshore,65.98,MS,1.0
county,28083,"Leflore County, MS",drilloffshore,57.36,MS,1.0
county,28085,"Lincoln County, MS",drilloffshore,65.43,MS,1.0
county,28087,"Lowndes County, MS",drilloffshore,61.03,MS,1.0
county,28089,"Madison County, MS",drilloffshore,60.18,MS,1.0
county,28091,"Marion County, MS",drilloffshore,65.9,MS,1.0
county,28093,"Marshall County, MS",drilloffshore,61.44,MS,1.0
county,28095,"Monroe County, MS",drilloffshore,64.83,MS,1.0
county,28097,"Montgomery County, MS",drilloffshore,64.35,MS,1.0
county,28099,"Neshoba County, MS",drilloffshore,63.72,MS,1.0
county,28101,"Newton County, MS",drilloffshore,65.37,MS,1.0
county,28103,"Noxubee County, MS",drilloffshore,54.25,MS,1.0
county,28105,"Oktibbeha County, MS",drilloffshore,60.78,MS,1.0
county,28107,"Panola County, MS",drilloffshore,63.12,MS,1.0
county,28109,"Pearl River County, MS",drilloffshore,66.37,MS,1.0
county,28111,"Perry County, MS",drilloffshore,68.13,MS,1.0
county,28113,"Pike County, MS",drilloffshore,61.9,MS,1.0
county,28115,"Pontotoc County, MS",drilloffshore,66.05,MS,1.0
county,28117,"Prentiss County, MS",drilloffshore,67.08,MS,1.0
county,28119,"Quitman County, MS",drilloffshore,58.79,MS,1.0
county,28121,"Rankin County, MS",drilloffshore,62.77,MS,1.0
county,28123,"Scott County, MS",drilloffshore,60.51,MS,1.0
county,28125,"Sharkey County, MS",drilloffshore,59.23,MS,1.0
county,28127,"Simpson County, MS",drilloffshore,66.3,MS,1.0
county,28129,"Smith County, MS",drilloffshore,67.27,MS,1.0
county,28131,"Stone County, MS",drilloffshore,60.84,MS,1.0
county,28133,"Sunflower County, MS",drilloffshore,57.16,MS,1.0
county,28135,"Tallahatchie County, MS",drilloffshore,58.08,MS,1.0
county,28137,"Tate County, MS",drilloffshore,66.99,MS,1.0
county,28139,"Tippah County, MS",drilloffshore,65.16,MS,1.0
county,28141,"Tishomingo County, MS",drilloffshore,71.21,MS,1.0
county,28143,"Tunica County, MS",drilloffshore,58.73,MS,1.0
county,28145,"Union County, MS",drilloffshore,68.95,MS,1.0
county,28147,"Walthall County, MS",drilloffshore,56.78,MS,1.0
county,28149,"Warren County, MS",drilloffshore,63.45,MS,1.0
county,28151,"Washington County, MS",drilloffshore,58.75,MS,1.0
county,28153,"Wayne County, MS",drilloffshore,62.81,MS,1.0
county,28155,"Webster County, MS",drilloffshore,69.58,MS,1.0
county,28157,"Wilkinson County, MS",drilloffshore,59.8,MS,1.0
county,28159,"Winston County, MS",drilloffshore,59.99,MS,1.0
county,28161,"Yalobusha County, MS",drilloffshore,66.14,MS,1.0
county,28163,"Yazoo County, MS",drilloffshore,58.33,MS,1.0
county,41001,"Baker County, OR",drilloffshore,47.51,OR,2.0
county,41003,"Benton County, OR",drilloffshore,34.9,OR,2.0
county,41005,"Clackamas County, OR",drilloffshore,44.72,OR,2.0
county,41007,"Clatsop County, OR",drilloffshore,38.73,OR,2.0
county,41009,"Columbia County, OR",drilloffshore,49.13,OR,2.0
county,41011,"Coos County, OR",drilloffshore,45.58,OR,2.0
county,41013,"Crook County, OR",drilloffshore,49.42,OR,2.0
county,41015,"Curry County, OR",drilloffshore,46.27,OR,2.0
county,41017,"Deschutes County, OR",drilloffshore,40.81,OR,2.0
county,41019,"Douglas County, OR",drilloffshore,52.32,OR,2.0
county,41021,"Gilliam County, OR",drilloffshore,54.32,OR,2.0
county,41023,"Grant County, OR",drilloffshore,51.95,OR,2.0
county,41025,"Harney County, OR",drilloffshore,47.71,OR,2.0
county,41027,"Hood River County, OR",drilloffshore,33.56,OR,2.0
county,41029,"Jackson County, OR",drilloffshore,45.3,OR,2.0
county,41031,"Jefferson County, OR",drilloffshore,39.4,OR,2.0
county,41033,"Josephine County, OR",drilloffshore,49.6,OR,2.0
county,41035,"Klamath County, OR",drilloffshore,50.49,OR,2.0
county,41037,"Lake County, OR",drilloffshore,48.33,OR,2.0
county,41039,"Lane County, OR",drilloffshore,39.34,OR,2.0
county,41041,"Lincoln County, OR",drilloffshore,39.36,OR,2.0
county,41043,"Linn County, OR",drilloffshore,46.78,OR,2.0
county,41045,"Malheur County, OR",drilloffshore,49.24,OR,2.0
county,41047,"Marion County, OR",drilloffshore,39.83,OR,2.0
county,41049,"Morrow County, OR",drilloffshore,54.09,OR,2.0
county,41051,"Multnomah County, OR",drilloffshore,27.99,OR,2.0
county,41053,"Polk County, OR",drilloffshore,39.78,OR,2.0
county,41055,"Sherman County, OR",drilloffshore,50.36,OR,2.0
county,41057,"Tillamook County, OR",drilloffshore,43.49,OR,2.0
county,41059,"Umatilla County, OR",drilloffshore,49.19,OR,2.0
county,41061,"Union County, OR",drilloffshore,44.08,OR,2.0
county,41063,"Wallowa County, OR",drilloffshore,48.14,OR,2.0
county,41065,"Wasco County, OR",drilloffshore,43.04,OR,2.0
county,41067,"Washington County, OR",drilloffshore,31.54,OR,2.0
county,41069,"Wheeler County, OR",drilloffshore,47.34,OR,2.0
county,41071,"Yamhill County, OR",drilloffshore,46.63,OR,2.0
county,42001,"Adams County, PA",drilloffshore,57.13,PA,1.0
county,42003,"Allegheny County, PA",drilloffshore,43.18,PA,1.0
county,42005,"Armstrong County, PA",drilloffshore,62.39,PA,1.0
county,42007,"Beaver County, PA",drilloffshore,57.64,PA,1.0
county,42009,"Bedford County, PA",drilloffshore,62.55,PA,1.0
county,42011,"Berks County, PA",drilloffshore,51.73,PA,1.0
county,42013,"Blair County, PA",drilloffshore,60.07,PA,1.0
county,42015,"Bradford County, PA",drilloffshore,57.38,PA,1.0
county,42017,"Bucks County, PA",drilloffshore,51.84,PA,1.0
county,42019,"Butler County, PA",drilloffshore,57.82,PA,1.0
county,42021,"Cambria County, PA",drilloffshore,61.14,PA,1.0
county,42023,"Cameron County, PA",drilloffshore,59.88,PA,1.0
county,42025,"Carbon County, PA",drilloffshore,59.66,PA,1.0
county,42027,"Centre County, PA",drilloffshore,50.68,PA,1.0
county,42029,"Chester County, PA",drilloffshore,47.93,PA,1.0
county,42031,"Clarion County, PA",drilloffshore,58.58,PA,1.0
county,42033,"Clearfield County, PA",drilloffshore,58.14,PA,1.0
county,42035,"Clinton County, PA",drilloffshore,52.64,PA,1.0
county,42037,"Columbia County, PA",drilloffshore,59.88,PA,1.0
county,42039,"Crawford County, PA",drilloffshore,59.05,PA,1.0
county,42041,"Cumberland County, PA",drilloffshore,54.79,PA,1.0
county,42043,"Dauphin County, PA",drilloffshore,46.86,PA,1.0
county,42045,"Delaware County, PA",drilloffshore,44.24,PA,1.0
county,42047,"Elk County, PA",drilloffshore,63.45,PA,1.0
county,42049,"Erie County, PA",drilloffshore,56.88,PA,1.0
county,42051,"Fayette County, PA",drilloffshore,59.3,PA,1.0
county,42053,"Forest County, PA",drilloffshore,57.65,PA,1.0
county,42055,"Franklin County, PA",drilloffshore,59.2,PA,1.0
county,42057,"Fulton County, PA",drilloffshore,62.25,PA,1.0
county,42059,"Greene County, PA",drilloffshore,63.21,PA,1.0
county,42061,"Huntingdon County, PA",drilloffshore,60.16,PA,1.0
county,42063,"Indiana County, PA",drilloffshore,61.48,PA,1.0
county,42065,"Jefferson County, PA",drilloffshore,62.98,PA,1.0
county,42067,"Juniata County, PA",drilloffshore,60.61,PA,1.0
county,42069,"Lackawanna County, PA",drilloffshore,52.72,PA,1.0
county,42071,"Lancaster County, PA",drilloffshore,49.7,PA,1.0
county,42073,"Lawrence County, PA",drilloffshore,61.15,PA,1.0
county,42075,"Lebanon County, PA",drilloffshore,57.97,PA,1.0
county,42077,"Lehigh County, PA",drilloffshore,48.64,PA,1.0
county,42079,"Luzerne County, PA",drilloffshore,57.5,PA,1.0
county,42081,"Lycoming County, PA",drilloffshore,56.21,PA,1.0
county,42083,"McKean County, PA",drilloffshore,60.13,PA,1.0
county,42085,"Mercer County, PA",drilloffshore,59.12,PA,1.0
county,42087,"Mifflin County, PA",drilloffshore,58.58,PA,1.0
county,42089,"Monroe County, PA",drilloffshore,47.61,PA,1.0
county,42091,"Montgomery County, PA",drilloffshore,42.49,PA,1.0
county,42093,"Montour County, PA",drilloffshore,56.56,PA,1.0
county,42095,"Northampton County, PA",drilloffshore,53.22,PA,1.0
county,42097,"Northumberland County, PA",drilloffshore,59.65,PA,1.0
county,42099,"Perry County, PA",drilloffshore,57.81,PA,1.0
county,42101,"Philadelphia County, PA",drilloffshore,44.94,PA,1.0
county,42103,"Pike County, PA",drilloffshore,53.82,PA,1.0
county,42105,"Potter County, PA",drilloffshore,60.67,PA,1.0
county,42107,"Schuylkill County, PA",drilloffshore,58.43,PA,1.0
county,42109,"Snyder County, PA",drilloffshore,55.62,PA,1.0
county,42111,"Somerset County, PA",drilloffshore,60.9,PA,1.0
county,42113,"Sullivan County, PA",drilloffshore,58.05,PA,1.0
county,42115,"Susquehanna County, PA",drilloffshore,61.02,PA,1.0
county,42117,"Tioga County, PA",drilloffshore,59.39,PA,1.0
county,42119,"Union County, PA",drilloffshore,51.53,PA,1.0
county,42121,"Venango County, PA",drilloffshore,59.2,PA,1.0
county,42123,"Warren County, PA",drilloffshore,60.09,PA,1.0
county,42125,"Washington County, PA",drilloffshore,55.64,PA,1.0
county,42127,"Wayne County, PA",drilloffshore,59.1,PA,1.0
county,42129,"Westmoreland County, PA",drilloffshore,56.16,PA,1.0
county,42131,"Wyoming County, PA",drilloffshore,59.62,PA,1.0
county,42133,"York County, PA",drilloffshore,57.89,PA,1.0
county,46003,"Aurora County, SD",drilloffshore,57.35,SD,2.0
county,46005,"Beadle County, SD",drilloffshore,58.23,SD,2.0
county,46007,"Bennett County, SD",drilloffshore,52.44,SD,2.0
county,46009,"Bon Homme County, SD",drilloffshore,56.61,SD,2.0
county,46011,"Brookings County, SD",drilloffshore,53.75,SD,2.0
county,46013,"Brown County, SD",drilloffshore,54.46,SD,2.0
county,46015,"Brule County, SD",drilloffshore,47.57,SD,2.0
county,46017,"Buffalo County, SD",drilloffshore,46.27,SD,2.0
county,46019,"Butte County, SD",drilloffshore,57.16,SD,2.0
county,46021,"Campbell County, SD",drilloffshore,57.68,SD,2.0
county,46023,"Charles Mix County, SD",drilloffshore,55.43,SD,2.0
county,46025,"Clark County, SD",drilloffshore,54.27,SD,2.0
county,46027,"Clay County, SD",drilloffshore,49.46,SD,2.0
county,46029,"Codington County, SD",drilloffshore,61.17,SD,2.0
county,46031,"Corson County, SD",drilloffshore,47.39,SD,2.0
county,46033,"Custer County, SD",drilloffshore,54.9,SD,2.0
county,46035,"Davison County, SD",drilloffshore,59.63,SD,2.0
county,46037,"Day County, SD",drilloffshore,55.72,SD,2.0
county,46039,"Deuel County, SD",drilloffshore,57.17,SD,2.0
county,46041,"Dewey County, SD",drilloffshore,48.65,SD,2.0
county,46043,"Douglas County, SD",drilloffshore,59.4,SD,2.0
county,46045,"Edmunds County, SD",drilloffshore,52.39,SD,2.0
county,46047,"Fall River County, SD",drilloffshore,50.01,SD,2.0
county,46049,"Faulk County, SD",drilloffshore,53.76,SD,2.0
county,46051,"Grant County, SD",drilloffshore,63.09,SD,2.0
county,46053,"Gregory County, SD",drilloffshore,60.51,SD,2.0
county,46055,"Haakon County, SD",drilloffshore,61.74,SD,2.0
county,46057,"Hamlin County, SD",drilloffshore,58.56,SD,2.0
county,46059,"Hand County, SD",drilloffshore,58.93,SD,2.0
county,46061,"Hanson County, SD",drilloffshore,60.78,SD,2.0
county,46063,"Harding County, SD",drilloffshore,56.6,SD,2.0
county,46065,"Hughes County, SD",drilloffshore,59.11,SD,2.0
county,46067,"Hutchinson County, SD",drilloffshore,58.77,SD,2.0
county,46069,"Hyde County, SD",drilloffshore,56.41,SD,2.0
county,46071,"Jackson County, SD",drilloffshore,50.67,SD,2.0
county,46073,"Jerauld County, SD",drilloffshore,50.47,SD,2.0
county,46075,"Jones County, SD",drilloffshore,56.5,SD,2.0
county,46077,"Kingsbury County, SD",drilloffshore,58.59,SD,2.0
county,46079,"Lake County, SD",drilloffshore,57.96,SD,2.0
county,46081,"Lawrence County, SD",drilloffshore,55.42,SD,2.0
county,46083,"Lincoln County, SD",drilloffshore,57.24,SD,2.0
county,46085,"Lyman County, SD",drilloffshore,52.35,SD,2.0
county,46087,"McCook County, SD",drilloffshore,55.6,SD,2.0
county,46089,"McPherson County, SD",drilloffshore,57.71,SD,2.0
county,46091,"Marshall County, SD",drilloffshore,56.38,SD,2.0
county,46093,"Meade County, SD",drilloffshore,55.8,SD,2.0
county,46095,"Mellette County, SD",drilloffshore,52.77,SD,2.0
county,46097,"Miner County, SD",drilloffshore,56.92,SD,2.0
county,46099,"Minnehaha County, SD",drilloffshore,53.26,SD,2.0
county,46101,"Moody County, SD",drilloffshore,53.45,SD,2.0
county,46102,"Oglala Lakota County, SD",drilloffshore,36.95,SD,2.0
county,46103,"Pennington County, SD",drilloffshore,56.26,SD,2.0
county,46105,"Perkins County, SD",drilloffshore,53.82,SD,2.0
county,46107,"Potter County, SD",drilloffshore,60.2,SD,2.0
county,46109,"Roberts County, SD",drilloffshore,52.85,SD,2.0
county,46111,"Sanborn County, SD",drilloffshore,57.65,SD,2.0
county,46113,"Oglala Lakota County, SD",drilloffshore,,SD,2.0
county,46113,"Shannon County, SD",drilloffshore,,SD,2.0
county,46115,"Spink County, SD",drilloffshore,56.51,SD,2.0
county,46117,"Stanley County, SD",drilloffshore,54.31,SD,2.0
county,46119,"Sully County, SD",drilloffshore,58.67,SD,2.0
county,46121,"Todd County, SD",drilloffshore,50.2,SD,2.0
county,46123,"Tripp County, SD",drilloffshore,61.81,SD,2.0
county,46125,"Turner County, SD",drilloffshore,57.36,SD,2.0
county,46127,"Union County, SD",drilloffshore,59.18,SD,2.0
county,46129,"Walworth County, SD",drilloffshore,59.41,SD,2.0
county,46135,"Yankton County, SD",drilloffshore,59.42,SD,2.0
county,46137,"Ziebach County, SD",drilloffshore,39.48,SD,2.0
county,53001,"Adams County, WA",drilloffshore,41.0,WA,2.0
county,53003,"Asotin County, WA",drilloffshore,50.05,WA,2.0
county,53005,"Benton County, WA",drilloffshore,48.24,WA,2.0
county,53007,"Chelan County, WA",drilloffshore,43.54,WA,2.0
county,53009,"Clallam County, WA",drilloffshore,43.56,WA,2.0
county,53011,"Clark County, WA",drilloffshore,39.97,WA,2.0
county,53013,"Columbia County, WA",drilloffshore,45.61,WA,2.0
county,53015,"Cowlitz County, WA",drilloffshore,48.83,WA,2.0
county,53017,"Douglas County, WA",drilloffshore,46.75,WA,2.0
county,53019,"Ferry County, WA",drilloffshore,39.53,WA,2.0
county,53021,"Franklin County, WA",drilloffshore,45.87,WA,2.0
county,53023,"Garfield County, WA",drilloffshore,50.6,WA,2.0
county,53025,"Grant County, WA",drilloffshore,46.28,WA,2.0
county,53027,"Grays Harbor County, WA",drilloffshore,46.14,WA,2.0
county,53029,"Island County, WA",drilloffshore,39.34,WA,2.0
county,53031,"Jefferson County, WA",drilloffshore,40.06,WA,2.0
county,53033,"King County, WA",drilloffshore,32.96,WA,2.0
county,53035,"Kitsap County, WA",drilloffshore,39.31,WA,2.0
county,53037,"Kittitas County, WA",drilloffshore,40.11,WA,2.0
county,53039,"Klickitat County, WA",drilloffshore,43.56,WA,2.0
county,53041,"Lewis County, WA",drilloffshore,51.49,WA,2.0
county,53043,"Lincoln County, WA",drilloffshore,48.47,WA,2.0
county,53045,"Mason County, WA",drilloffshore,43.92,WA,2.0
county,53047,"Okanogan County, WA",drilloffshore,42.98,WA,2.0
county,53049,"Pacific County, WA",drilloffshore,43.61,WA,2.0
county,53051,"Pend Oreille County, WA",drilloffshore,48.01,WA,2.0
county,53053,"Pierce County, WA",drilloffshore,37.72,WA,2.0
county,53055,"San Juan County, WA",drilloffshore,34.66,WA,2.0
county,53057,"Skagit County, WA",drilloffshore,45.06,WA,2.0
county,53059,"Skamania County, WA",drilloffshore,48.26,WA,2.0
county,53061,"Snohomish County, WA",drilloffshore,39.43,WA,2.0
county,53063,"Spokane County, WA",drilloffshore,41.86,WA,2.0
county,53065,"Stevens County, WA",drilloffshore,45.59,WA,2.0
county,53067,"Thurston County, WA",drilloffshore,39.49,WA,2.0
county,53069,"Wahkiakum County, WA",drilloffshore,52.25,WA,2.0
county,53071,"Walla Walla County, WA",drilloffshore,40.89,WA,2.0
county,53073,"Whatcom County, WA",drilloffshore,38.36,WA,2.0
county,53075,"Whitman County, WA",drilloffshore,38.15,WA,2.0
county,53077,"Yakima County, WA",drilloffshore,41.42,WA,2.0
