geotype,geoid,geoname,varname,x2021
county,42017,"Bucks County, PA",drilloffshore,51.84
county,42019,"Butler County, PA",drilloffshore,57.82
county,42021,"Cambria County, PA",drilloffshore,61.14
county,42023,"Cameron County, PA",drilloffshore,59.88
county,42025,"Carbon County, PA",drilloffshore,59.66
county,42027,"Centre County, PA",drilloffshore,50.68
county,42029,"Chester County, PA",drilloffshore,47.93
county,42031,"Clarion County, PA",drilloffshore,58.58
county,42033,"Clearfield County, PA",drilloffshore,58.14
county,42035,"Clinton County, PA",drilloffshore,52.64
county,42037,"Columbia County, PA",drilloffshore,59.88
county,42039,"Crawford County, PA",drilloffshore,59.05
county,42041,"Cumberland County, PA",drilloffshore,54.79
county,42043,"Dauphin County, PA",drilloffshore,46.86
county,42045,"Delaware County, PA",drilloffshore,44.24
county,42047,"Elk County, PA",drilloffshore,63.45
county,42049,"Erie County, PA",drilloffshore,56.88
county,42051,"Fayette County, PA",drilloffshore,59.3
county,42053,"Forest County, PA",drilloffshore,57.65
county,42055,"Franklin County, PA",drilloffshore,59.2
county,42057,"Fulton County, PA",drilloffshore,62.25
county,42059,"Greene County, PA",drilloffshore,63.21
county,42061,"Huntingdon County, PA",drilloffshore,60.16
county,42063,"Indiana County, PA",drilloffshore,61.48
county,42065,"Jefferson County, PA",drilloffshore,62.98
county,42067,"Juniata County, PA",drilloffshore,60.61
county,42069,"Lackawanna County, PA",drilloffshore,52.72
county,42071,"Lancaster County, PA",drilloffshore,49.7
county,42073,"Lawrence County, PA",drilloffshore,61.15
county,42075,"Lebanon County, PA",drilloffshore,57.97
county,42077,"Lehigh County, PA",drilloffshore,48.64
county,42079,"Luzerne County, PA",drilloffshore,57.5
county,42081,"Lycoming County, PA",drilloffshore,56.21
county,42083,"McKean County, PA",drilloffshore,60.13
county,42085,"Mercer County, PA",drilloffshore,59.12
county,42087,"Mifflin County, PA",drilloffshore,58.58
county,42089,"Monroe County, PA",drilloffshore,47.61
county,42091,"Montgomery County, PA",drilloffshore,42.49
county,42093,"Montour County, PA",drilloffshore,56.56
county,42095,"Northampton County, PA",drilloffshore,53.22
county,42097,"Northumberland County, PA",drilloffshore,59.65
county,42099,"Perry County, PA",drilloffshore,57.81
county,42101,"Philadelphia County, PA",drilloffshore,44.94
county,42103,"Pike County, PA",drilloffshore,53.82
county,42105,"Potter County, PA",drilloffshore,60.67
county,42107,"Schuylkill County, PA",drilloffshore,58.43
county,42109,"Snyder County, PA",drilloffshore,55.62
county,42111,"Somerset County, PA",drilloffshore,60.9
county,42113,"Sullivan County, PA",drilloffshore,58.05
county,42115,"Susquehanna County, PA",drilloffshore,61.02
county,42117,"Tioga County, PA",drilloffshore,59.39
county,42119,"Union County, PA",drilloffshore,51.53
county,42121,"Venango County, PA",drilloffshore,59.2
county,42123,"Warren County, PA",drilloffshore,60.09
county,42125,"Washington County, PA",drilloffshore,55.64
county,42127,"Wayne County, PA",drilloffshore,59.1
county,42129,"Westmoreland County, PA",drilloffshore,56.16
county,42131,"Wyoming County, PA",drilloffshore,59.62
county,42133,"York County, PA",drilloffshore,57.89
county,46003,"Aurora County, SD",drilloffshore,57.35
county,46005,"Beadle County, SD",drilloffshore,58.23
county,46007,"Bennett County, SD",drilloffshore,52.44
county,46009,"Bon Homme County, SD",drilloffshore,56.61
county,46011,"Brookings County, SD",drilloffshore,53.75
county,46013,"Brown County, SD",drilloffshore,54.46
county,46015,"Brule County, SD",drilloffshore,47.57
county,46017,"Buffalo County, SD",drilloffshore,46.27
county,46019,"Butte County, SD",drilloffshore,57.16
county,46021,"Campbell County, SD",drilloffshore,57.68
county,46023,"Charles Mix County, SD",drilloffshore,55.43
county,46025,"Clark County, SD",drilloffshore,54.27
county,46027,"Clay County, SD",drilloffshore,49.46
county,46029,"Codington County, SD",drilloffshore,61.17
county,46031,"Corson County, SD",drilloffshore,47.39
county,46033,"Custer County, SD",drilloffshore,54.9
county,46035,"Davison County, SD",drilloffshore,59.63
county,46037,"Day County, SD",drilloffshore,55.72
county,46039,"Deuel County, SD",drilloffshore,57.17
county,46041,"Dewey County, SD",drilloffshore,48.65
county,46043,"Douglas County, SD",drilloffshore,59.4
county,46045,"Edmunds County, SD",drilloffshore,52.39
county,46047,"Fall River County, SD",drilloffshore,50.01
county,46049,"Faulk County, SD",drilloffshore,53.76
county,46051,"Grant County, SD",drilloffshore,63.09
county,46053,"Gregory County, SD",drilloffshore,60.51
county,46055,"Haakon County, SD",drilloffshore,61.74
county,46057,"Hamlin County, SD",drilloffshore,58.56
county,46059,"Hand County, SD",drilloffshore,58.93
county,46061,"Hanson County, SD",drilloffshore,60.78
county,46063,"Harding County, SD",drilloffshore,56.6
county,46065,"Hughes County, SD",drilloffshore,59.11
county,46067,"Hutchinson County, SD",drilloffshore,58.77
county,46069,"Hyde County, SD",drilloffshore,56.41
county,46071,"Jackson County, SD",drilloffshore,50.67
county,46073,"Jerauld County, SD",drilloffshore,50.47
county,46075,"Jones County, SD",drilloffshore,56.5
county,46077,"Kingsbury County, SD",drilloffshore,58.59
county,46079,"Lake County, SD",drilloffshore,57.96
county,46081,"Lawrence County, SD",drilloffshore,55.42
county,46083,"Lincoln County, SD",drilloffshore,57.24
county,46085,"Lyman County, SD",drilloffshore,52.35
county,46087,"McCook County, SD",drilloffshore,55.6
county,46089,"McPherson County, SD",drilloffshore,57.71
county,46091,"Marshall County, SD",drilloffshore,56.38
county,46093,"Meade County, SD",drilloffshore,55.8
county,46095,"Mellette County, SD",drilloffshore,52.77
county,46097,"Miner County, SD",drilloffshore,56.92
county,46099,"Minnehaha County, SD",drilloffshore,53.26
county,46101,"Moody County, SD",drilloffshore,53.45
county,46102,"Oglala Lakota County, SD",drilloffshore,36.95
county,46103,"Pennington County, SD",drilloffshore,56.26
county,46105,"Perkins County, SD",drilloffshore,53.82
county,46107,"Potter County, SD",drilloffshore,60.2
county,46109,"Roberts County, SD",drilloffshore,52.85
county,46111,"Sanborn County, SD",drilloffshore,57.65
county,46113,"Oglala Lakota County, SD",drilloffshore,
county,46113,"Shannon County, SD",drilloffshore,
county,46115,"Spink County, SD",drilloffshore,56.51
county,46117,"Stanley County, SD",drilloffshore,54.31
county,46119,"Sully County, SD",drilloffshore,58.67
county,46121,"Todd County, SD",drilloffshore,50.2
county,46123,"Tripp County, SD",drilloffshore,61.81
county,46125,"Turner County, SD",drilloffshore,57.36
county,46127,"Union County, SD",drilloffshore,59.18
county,46129,"Walworth County, SD",drilloffshore,59.41
county,46135,"Yankton County, SD",drilloffshore,59.42
county,46137,"Ziebach County, SD",drilloffshore,39.48
county,53001,"Adams County, WA",drilloffshore,41.0
county,53003,"Asotin County, WA",drilloffshore,50.05
county,53005,"Benton County, WA",drilloffshore,48.24
county,53007,"Chelan County, WA",drilloffshore,43.54
county,53009,"Clallam County, WA",drilloffshore,43.56
county,53011,"Clark County, WA",drilloffshore,39.97
county,53013,"Columbia County, WA",drilloffshore,45.61
county,53015,"Cowlitz County, WA",drilloffshore,48.83
county,53017,"Douglas County, WA",drilloffshore,46.75
county,53019,"Ferry County, WA",drilloffshore,39.53
county,53021,"Franklin County, WA",drilloffshore,45.87
county,53023,"Garfield County, WA",drilloffshore,50.6
county,53025,"Grant County, WA",drilloffshore,46.28
county,53027,"Grays Harbor County, WA",drilloffshore,46.14
county,53029,"Island County, WA",drilloffshore,39.34
county,53031,"Jefferson County, WA",drilloffshore,40.06
county,53033,"King County, WA",drilloffshore,32.96
county,53035,"Kitsap County, WA",drilloffshore,39.31
county,53037,"Kittitas County, WA",drilloffshore,40.11
county,53039,"Klickitat County, WA",drilloffshore,43.56
county,53041,"Lewis County, WA",drilloffshore,51.49
county,53043,"Lincoln County, WA",drilloffshore,48.47
county,53045,"Mason County, WA",drilloffshore,43.92
county,53047,"Okanogan County, WA",drilloffshore,42.98
county,53049,"Pacific County, WA",drilloffshore,43.61
county,53051,"Pend Oreille County, WA",drilloffshore,48.01
county,53053,"Pierce County, WA",drilloffshore,37.72
county,53055,"San Juan County, WA",drilloffshore,34.66
county,53057,"Skagit County, WA",drilloffshore,45.06
county,53059,"Skamania County, WA",drilloffshore,48.26
county,53061,"Snohomish County, WA",drilloffshore,39.43
county,53063,"Spokane County, WA",drilloffshore,41.86
county,53065,"Stevens County, WA",drilloffshore,45.59
county,53067,"Thurston County, WA",drilloffshore,39.49
county,53069,"Wahkiakum County, WA",drilloffshore,52.25
county,53071,"Walla Walla County, WA",drilloffshore,40.89
county,53073,"Whatcom County, WA",drilloffshore,38.36
county,53075,"Whitman County, WA",drilloffshore,38.15
county,53077,"Yakima County, WA",drilloffshore,41.42
