geotype,geoid,geoname,varname,x2021
county,20009,"Barton County, Kansas",co2limits,54.08
county,20011,"Bourbon County, Kansas",co2limits,56.35
county,20013,"Brown County, Kansas",co2limits,55.53
county,20015,"Butler County, Kansas",co2limits,54.06
county,20017,"Chase County, Kansas",co2limits,54.09
county,20019,"Chautauqua County, Kansas",co2limits,52.54
county,20021,"Cherokee County, Kansas",co2limits,51.58
county,20023,"Cheyenne County, Kansas",co2limits,52.74
county,20025,"Clark County, Kansas",co2limits,51.58
county,20027,"Clay County, Kansas",co2limits,52.26
county,20029,"Cloud County, Kansas",co2limits,52.87
county,20031,"Coffey County, Kansas",co2limits,51.21
county,20033,"Comanche County, Kansas",co2limits,49.82
county,20035,"Cowley County, Kansas",co2limits,55.22
county,20037,"Crawford County, Kansas",co2limits,58.15
county,20039,"Decatur County, Kansas",co2limits,54.11
county,20041,"Dickinson County, Kansas",co2limits,54.56
county,20043,"Doniphan County, Kansas",co2limits,50.9
county,20045,"Douglas County, Kansas",co2limits,70.73
county,20047,"Edwards County, Kansas",co2limits,52.45
county,20049,"Elk County, Kansas",co2limits,51.63
county,20051,"Ellis County, Kansas",co2limits,54.79
county,20053,"Ellsworth County, Kansas",co2limits,53.76
county,20055,"Finney County, Kansas",co2limits,58.31
county,20057,"Ford County, Kansas",co2limits,59.55
county,20059,"Franklin County, Kansas",co2limits,54.09
county,20061,"Geary County, Kansas",co2limits,61.3
county,20063,"Gove County, Kansas",co2limits,51.4
county,20065,"Graham County, Kansas",co2limits,52.46
county,20067,"Grant County, Kansas",co2limits,52.65
county,20069,"Gray County, Kansas",co2limits,50.45
county,20071,"Greeley County, Kansas",co2limits,52.53
county,20073,"Greenwood County, Kansas",co2limits,50.89
county,20075,"Hamilton County, Kansas",co2limits,56.93
county,20077,"Harper County, Kansas",co2limits,50.43
county,20079,"Harvey County, Kansas",co2limits,60.65
county,20081,"Haskell County, Kansas",co2limits,54.44
county,20083,"Hodgeman County, Kansas",co2limits,48.82
county,20085,"Jackson County, Kansas",co2limits,56.36
county,20087,"Jefferson County, Kansas",co2limits,56.14
county,20089,"Jewell County, Kansas",co2limits,48.8
county,20091,"Johnson County, Kansas",co2limits,61.57
county,20093,"Kearny County, Kansas",co2limits,53.28
county,20095,"Kingman County, Kansas",co2limits,51.28
county,20097,"Kiowa County, Kansas",co2limits,50.56
county,20099,"Labette County, Kansas",co2limits,55.18
county,20101,"Lane County, Kansas",co2limits,49.44
county,20103,"Leavenworth County, Kansas",co2limits,61.5
county,20105,"Lincoln County, Kansas",co2limits,53.34
county,20107,"Linn County, Kansas",co2limits,40.26
county,20109,"Logan County, Kansas",co2limits,51.56
county,20111,"Lyon County, Kansas",co2limits,62.6
county,20113,"McPherson County, Kansas",co2limits,51.42
county,20115,"Marion County, Kansas",co2limits,56.17
county,20117,"Marshall County, Kansas",co2limits,54.31
county,20119,"Meade County, Kansas",co2limits,52.57
county,20121,"Miami County, Kansas",co2limits,55.22
county,20123,"Mitchell County, Kansas",co2limits,49.61
county,20125,"Montgomery County, Kansas",co2limits,53.08
county,20127,"Morris County, Kansas",co2limits,54.37
county,20129,"Morton County, Kansas",co2limits,50.84
county,20131,"Nemaha County, Kansas",co2limits,52.06
county,20133,"Neosho County, Kansas",co2limits,54.61
county,20135,"Ness County, Kansas",co2limits,50.8
county,20137,"Norton County, Kansas",co2limits,50.47
county,20139,"Osage County, Kansas",co2limits,54.49
county,20141,"Osborne County, Kansas",co2limits,51.96
county,20143,"Ottawa County, Kansas",co2limits,52.25
county,20145,"Pawnee County, Kansas",co2limits,52.12
county,20147,"Phillips County, Kansas",co2limits,47.28
county,20149,"Pottawatomie County, Kansas",co2limits,43.79
county,20151,"Pratt County, Kansas",co2limits,54.17
county,20153,"Rawlins County, Kansas",co2limits,55.7
county,20155,"Reno County, Kansas",co2limits,57.16
county,20157,"Republic County, Kansas",co2limits,48.7
county,20159,"Rice County, Kansas",co2limits,53.5
county,20161,"Riley County, Kansas",co2limits,68.61
county,20163,"Rooks County, Kansas",co2limits,50.42
county,20165,"Rush County, Kansas",co2limits,52.51
county,20167,"Russell County, Kansas",co2limits,47.09
county,20169,"Saline County, Kansas",co2limits,58.28
county,20171,"Scott County, Kansas",co2limits,51.69
county,20173,"Sedgwick County, Kansas",co2limits,62.69
county,20175,"Seward County, Kansas",co2limits,64.38
county,20177,"Shawnee County, Kansas",co2limits,65.25
county,20179,"Sheridan County, Kansas",co2limits,54.15
county,20181,"Sherman County, Kansas",co2limits,50.2
county,20183,"Smith County, Kansas",co2limits,49.72
county,20185,"Stafford County, Kansas",co2limits,53.62
county,20187,"Stanton County, Kansas",co2limits,57.11
county,20189,"Stevens County, Kansas",co2limits,53.38
county,20191,"Sumner County, Kansas",co2limits,53.27
county,20193,"Thomas County, Kansas",co2limits,50.7
county,20195,"Trego County, Kansas",co2limits,47.74
county,20197,"Wabaunsee County, Kansas",co2limits,55.79
county,20199,"Wallace County, Kansas",co2limits,52.85
county,20201,"Washington County, Kansas",co2limits,50.39
county,20203,"Wichita County, Kansas",co2limits,56.09
county,20205,"Wilson County, Kansas",co2limits,52.86
county,20207,"Woodson County, Kansas",co2limits,52.67
county,20209,"Wyandotte County, Kansas",co2limits,69.5
county,21001,"Adair County, Kentucky",co2limits,49.17
county,21003,"Allen County, Kentucky",co2limits,53.62
county,21005,"Anderson County, Kentucky",co2limits,53.11
county,21007,"Ballard County, Kentucky",co2limits,47.15
county,21009,"Barren County, Kentucky",co2limits,55.05
county,21011,"Bath County, Kentucky",co2limits,54.93
county,21013,"Bell County, Kentucky",co2limits,52.35
county,21015,"Boone County, Kentucky",co2limits,54.5
county,21017,"Bourbon County, Kentucky",co2limits,57.29
county,21019,"Boyd County, Kentucky",co2limits,53.04
county,21021,"Boyle County, Kentucky",co2limits,58.46
county,21023,"Bracken County, Kentucky",co2limits,52.83
county,21025,"Breathitt County, Kentucky",co2limits,54.33
county,21027,"Breckinridge County, Kentucky",co2limits,53.87
county,21029,"Bullitt County, Kentucky",co2limits,52.45
county,21031,"Butler County, Kentucky",co2limits,50.09
county,21033,"Caldwell County, Kentucky",co2limits,53.21
county,21035,"Calloway County, Kentucky",co2limits,59.33
county,21037,"Campbell County, Kentucky",co2limits,59.67
county,21039,"Carlisle County, Kentucky",co2limits,49.32
county,21041,"Carroll County, Kentucky",co2limits,42.44
county,21043,"Carter County, Kentucky",co2limits,52.98
county,21045,"Casey County, Kentucky",co2limits,49.8
county,21047,"Christian County, Kentucky",co2limits,59.19
county,21049,"Clark County, Kentucky",co2limits,54.78
county,21051,"Clay County, Kentucky",co2limits,54.53
county,21053,"Clinton County, Kentucky",co2limits,49.1
county,21055,"Crittenden County, Kentucky",co2limits,50.59
county,21057,"Cumberland County, Kentucky",co2limits,50.6
county,21059,"Daviess County, Kentucky",co2limits,53.93
county,21061,"Edmonson County, Kentucky",co2limits,51.73
county,21063,"Elliott County, Kentucky",co2limits,51.53
county,21065,"Estill County, Kentucky",co2limits,52.25
county,21067,"Fayette County, Kentucky",co2limits,69.56
county,21069,"Fleming County, Kentucky",co2limits,53.85
county,21071,"Floyd County, Kentucky",co2limits,50.28
county,21073,"Franklin County, Kentucky",co2limits,62.8
county,21075,"Fulton County, Kentucky",co2limits,55.45
county,21077,"Gallatin County, Kentucky",co2limits,45.33
county,21079,"Garrard County, Kentucky",co2limits,51.98
county,21081,"Grant County, Kentucky",co2limits,50.03
county,21083,"Graves County, Kentucky",co2limits,49.03
county,21085,"Grayson County, Kentucky",co2limits,51.96
county,21087,"Green County, Kentucky",co2limits,52.12
county,21089,"Greenup County, Kentucky",co2limits,52.87
county,21091,"Hancock County, Kentucky",co2limits,39.11
county,21093,"Hardin County, Kentucky",co2limits,58.65
county,21095,"Harlan County, Kentucky",co2limits,51.44
county,21097,"Harrison County, Kentucky",co2limits,54.85
county,21099,"Hart County, Kentucky",co2limits,54.26
county,21101,"Henderson County, Kentucky",co2limits,51.53
county,21103,"Henry County, Kentucky",co2limits,54.75
county,21105,"Hickman County, Kentucky",co2limits,54.42
county,21107,"Hopkins County, Kentucky",co2limits,50.7
county,21109,"Jackson County, Kentucky",co2limits,47.5
county,21111,"Jefferson County, Kentucky",co2limits,65.46
county,21113,"Jessamine County, Kentucky",co2limits,57.33
county,21115,"Johnson County, Kentucky",co2limits,50.04
county,21117,"Kenton County, Kentucky",co2limits,57.89
county,21119,"Knott County, Kentucky",co2limits,54.2
county,21121,"Knox County, Kentucky",co2limits,48.41
county,21123,"Larue County, Kentucky",co2limits,51.4
county,21125,"Laurel County, Kentucky",co2limits,49.63
county,21127,"Lawrence County, Kentucky",co2limits,37.01
county,21129,"Lee County, Kentucky",co2limits,51.1
county,21131,"Leslie County, Kentucky",co2limits,47.16
county,21133,"Letcher County, Kentucky",co2limits,50.96
county,21135,"Lewis County, Kentucky",co2limits,48.54
county,21137,"Lincoln County, Kentucky",co2limits,53.39
county,21139,"Livingston County, Kentucky",co2limits,48.4
county,21141,"Logan County, Kentucky",co2limits,53.0
county,21143,"Lyon County, Kentucky",co2limits,51.76
county,21145,"McCracken County, Kentucky",co2limits,50.88
county,21147,"McCreary County, Kentucky",co2limits,46.42
county,21149,"McLean County, Kentucky",co2limits,50.52
county,21151,"Madison County, Kentucky",co2limits,58.51
county,21153,"Magoffin County, Kentucky",co2limits,51.16
county,21155,"Marion County, Kentucky",co2limits,55.93
county,21157,"Marshall County, Kentucky",co2limits,48.55
county,21159,"Martin County, Kentucky",co2limits,47.94
county,21161,"Mason County, Kentucky",co2limits,42.78
county,21163,"Meade County, Kentucky",co2limits,51.66
county,21165,"Menifee County, Kentucky",co2limits,53.94
county,21167,"Mercer County, Kentucky",co2limits,49.52
county,21169,"Metcalfe County, Kentucky",co2limits,52.69
county,21171,"Monroe County, Kentucky",co2limits,50.57
county,21173,"Montgomery County, Kentucky",co2limits,53.88
county,21175,"Morgan County, Kentucky",co2limits,49.72
county,21177,"Muhlenberg County, Kentucky",co2limits,39.07
county,21179,"Nelson County, Kentucky",co2limits,55.6
county,21181,"Nicholas County, Kentucky",co2limits,59.75
county,21183,"Ohio County, Kentucky",co2limits,39.85
county,21185,"Oldham County, Kentucky",co2limits,58.6
county,21187,"Owen County, Kentucky",co2limits,52.24
county,21189,"Owsley County, Kentucky",co2limits,47.78
county,21191,"Pendleton County, Kentucky",co2limits,48.45
county,21193,"Perry County, Kentucky",co2limits,53.98
county,21195,"Pike County, Kentucky",co2limits,50.56
county,21197,"Powell County, Kentucky",co2limits,53.85
county,21199,"Pulaski County, Kentucky",co2limits,47.4
county,21201,"Robertson County, Kentucky",co2limits,50.99
county,21203,"Rockcastle County, Kentucky",co2limits,48.14
county,21205,"Rowan County, Kentucky",co2limits,60.28
county,21207,"Russell County, Kentucky",co2limits,47.52
county,21209,"Scott County, Kentucky",co2limits,57.35
county,21211,"Shelby County, Kentucky",co2limits,58.68
county,21213,"Simpson County, Kentucky",co2limits,52.98
county,21215,"Spencer County, Kentucky",co2limits,51.77
county,21217,"Taylor County, Kentucky",co2limits,52.2
county,21219,"Todd County, Kentucky",co2limits,53.94
county,21221,"Trigg County, Kentucky",co2limits,52.66
county,21223,"Trimble County, Kentucky",co2limits,42.07
county,21225,"Union County, Kentucky",co2limits,51.26
county,21227,"Warren County, Kentucky",co2limits,61.75
county,21229,"Washington County, Kentucky",co2limits,55.05
county,21231,"Wayne County, Kentucky",co2limits,51.09
county,21233,"Webster County, Kentucky",co2limits,38.57
county,21235,"Whitley County, Kentucky",co2limits,48.99
county,21237,"Wolfe County, Kentucky",co2limits,53.26
county,21239,"Woodford County, Kentucky",co2limits,60.98
county,22001,"Acadia Parish, Louisiana",co2limits,51.2
county,22003,"Allen Parish, Louisiana",co2limits,52.55
county,22005,"Ascension Parish, Louisiana",co2limits,54.62
county,22007,"Assumption Parish, Louisiana",co2limits,56.25
county,22009,"Avoyelles Parish, Louisiana",co2limits,56.31
county,22011,"Beauregard Parish, Louisiana",co2limits,49.36
county,22013,"Bienville Parish, Louisiana",co2limits,58.28
county,22015,"Bossier Parish, Louisiana",co2limits,56.53
county,22017,"Caddo Parish, Louisiana",co2limits,63.23
county,22019,"Calcasieu Parish, Louisiana",co2limits,52.18
county,22021,"Caldwell Parish, Louisiana",co2limits,49.94
county,22023,"Cameron Parish, Louisiana",co2limits,40.09
county,22025,"Catahoula Parish, Louisiana",co2limits,52.31
county,22027,"Claiborne Parish, Louisiana",co2limits,60.02
county,22029,"Concordia Parish, Louisiana",co2limits,55.53
county,22031,"De Soto Parish, Louisiana",co2limits,50.11
county,22033,"East Baton Rouge Parish, Louisiana",co2limits,64.57
county,22035,"East Carroll Parish, Louisiana",co2limits,64.1
county,22037,"East Feliciana Parish, Louisiana",co2limits,58.86
county,22039,"Evangeline Parish, Louisiana",co2limits,53.66
county,22041,"Franklin Parish, Louisiana",co2limits,54.02
county,22043,"Grant Parish, Louisiana",co2limits,51.75
county,22045,"Iberia Parish, Louisiana",co2limits,56.26
county,22047,"Iberville Parish, Louisiana",co2limits,54.87
county,22049,"Jackson Parish, Louisiana",co2limits,54.58
county,22051,"Jefferson Parish, Louisiana",co2limits,65.34
county,22053,"Jefferson Davis Parish, Louisiana",co2limits,53.63
county,22055,"Lafayette Parish, Louisiana",co2limits,59.36
county,22057,"Lafourche Parish, Louisiana",co2limits,51.88
county,22059,"LaSalle Parish, Louisiana",co2limits,50.82
county,22061,"Lincoln Parish, Louisiana",co2limits,60.46
county,22063,"Livingston Parish, Louisiana",co2limits,50.5
county,22065,"Madison Parish, Louisiana",co2limits,65.69
county,22067,"Morehouse Parish, Louisiana",co2limits,58.55
county,22069,"Natchitoches Parish, Louisiana",co2limits,60.33
county,22071,"Orleans Parish, Louisiana",co2limits,75.54
county,22073,"Ouachita Parish, Louisiana",co2limits,58.42
county,22075,"Plaquemines Parish, Louisiana",co2limits,48.57
county,22077,"Pointe Coupee Parish, Louisiana",co2limits,50.8
county,22079,"Rapides Parish, Louisiana",co2limits,54.8
county,22081,"Red River Parish, Louisiana",co2limits,59.26
county,22083,"Richland Parish, Louisiana",co2limits,56.93
county,22085,"Sabine Parish, Louisiana",co2limits,52.22
county,22087,"St. Bernard Parish, Louisiana",co2limits,55.56
county,22089,"St. Charles Parish, Louisiana",co2limits,44.05
county,22091,"St. Helena Parish, Louisiana",co2limits,66.09
county,22093,"St. James Parish, Louisiana",co2limits,56.69
county,22095,"St. John the Baptist Parish, Louisiana",co2limits,61.39
county,22097,"St. Landry Parish, Louisiana",co2limits,58.57
county,22099,"St. Martin Parish, Louisiana",co2limits,57.24
county,22101,"St. Mary Parish, Louisiana",co2limits,55.33
county,22103,"St. Tammany Parish, Louisiana",co2limits,56.31
county,22105,"Tangipahoa Parish, Louisiana",co2limits,59.71
county,22107,"Tensas Parish, Louisiana",co2limits,61.39
county,22109,"Terrebonne Parish, Louisiana",co2limits,54.98
county,22111,"Union Parish, Louisiana",co2limits,53.13
county,22113,"Vermilion Parish, Louisiana",co2limits,53.79
county,22115,"Vernon Parish, Louisiana",co2limits,51.22
county,22117,"Washington Parish, Louisiana",co2limits,57.5
county,22119,"Webster Parish, Louisiana",co2limits,54.59
county,22121,"West Baton Rouge Parish, Louisiana",co2limits,55.13
county,22123,"West Carroll Parish, Louisiana",co2limits,49.11
county,22125,"West Feliciana Parish, Louisiana",co2limits,44.63
county,22127,"Winn Parish, Louisiana",co2limits,52.87
county,23001,"Androscoggin County, Maine",co2limits,62.68
county,23003,"Aroostook County, Maine",co2limits,59.57
county,23005,"Cumberland County, Maine",co2limits,71.34
county,23007,"Franklin County, Maine",co2limits,63.59
county,23009,"Hancock County, Maine",co2limits,69.21
county,23011,"Kennebec County, Maine",co2limits,65.3
county,23013,"Knox County, Maine",co2limits,68.72
county,23015,"Lincoln County, Maine",co2limits,67.09
county,23017,"Oxford County, Maine",co2limits,61.75
county,23019,"Penobscot County, Maine",co2limits,62.9
county,23021,"Piscataquis County, Maine",co2limits,59.18
county,23023,"Sagadahoc County, Maine",co2limits,67.3
county,23025,"Somerset County, Maine",co2limits,59.94
county,23027,"Waldo County, Maine",co2limits,64.49
county,23029,"Washington County, Maine",co2limits,62.59
county,23031,"York County, Maine",co2limits,68.59
county,24001,"Allegany County, Maryland",co2limits,56.28
county,24003,"Anne Arundel County, Maryland",co2limits,68.08
county,24005,"Baltimore County, Maryland",co2limits,74.85
county,24009,"Calvert County, Maryland",co2limits,63.55
county,24011,"Caroline County, Maryland",co2limits,57.71
county,24013,"Carroll County, Maryland",co2limits,58.52
county,24015,"Cecil County, Maryland",co2limits,58.07
county,24017,"Charles County, Maryland",co2limits,70.44
county,24019,"Dorchester County, Maryland",co2limits,64.87
county,24021,"Frederick County, Maryland",co2limits,69.71
county,24023,"Garrett County, Maryland",co2limits,55.28
county,24025,"Harford County, Maryland",co2limits,61.71
county,24027,"Howard County, Maryland",co2limits,70.29
county,24029,"Kent County, Maryland",co2limits,70.42
county,24031,"Montgomery County, Maryland",co2limits,78.08
county,24033,"Prince George's County, Maryland",co2limits,75.76
county,24035,"Queen Anne's County, Maryland",co2limits,59.86
county,24037,"St. Mary's County, Maryland",co2limits,61.66
county,24039,"Somerset County, Maryland",co2limits,63.25
county,24041,"Talbot County, Maryland",co2limits,67.28
county,24043,"Washington County, Maryland",co2limits,63.55
county,24045,"Wicomico County, Maryland",co2limits,65.44
county,24047,"Worcester County, Maryland",co2limits,62.72
county,24510,"Baltimore city, Maryland",co2limits,75.84
county,25001,"Barnstable County, Massachusetts",co2limits,69.61
county,25003,"Berkshire County, Massachusetts",co2limits,70.55
county,25005,"Bristol County, Massachusetts",co2limits,70.59
county,25007,"Dukes County, Massachusetts",co2limits,73.56
county,25009,"Essex County, Massachusetts",co2limits,74.06
county,25011,"Franklin County, Massachusetts",co2limits,71.27
county,25013,"Hampden County, Massachusetts",co2limits,70.16
county,25015,"Hampshire County, Massachusetts",co2limits,75.79
county,25017,"Middlesex County, Massachusetts",co2limits,75.99
county,25019,"Nantucket County, Massachusetts",co2limits,73.51
county,25021,"Norfolk County, Massachusetts",co2limits,74.76
county,25023,"Plymouth County, Massachusetts",co2limits,68.65
county,25025,"Suffolk County, Massachusetts",co2limits,78.35
county,25027,"Worcester County, Massachusetts",co2limits,67.2
county,26001,"Alcona County, Michigan",co2limits,58.07
county,26003,"Alger County, Michigan",co2limits,65.64
county,26005,"Allegan County, Michigan",co2limits,59.22
county,26007,"Alpena County, Michigan",co2limits,56.77
county,26009,"Antrim County, Michigan",co2limits,63.55
county,26011,"Arenac County, Michigan",co2limits,58.1
county,26013,"Baraga County, Michigan",co2limits,60.36
county,26015,"Barry County, Michigan",co2limits,58.67
county,26017,"Bay County, Michigan",co2limits,60.04
county,26019,"Benzie County, Michigan",co2limits,63.32
county,26021,"Berrien County, Michigan",co2limits,63.1
county,26023,"Branch County, Michigan",co2limits,57.84
county,26025,"Calhoun County, Michigan",co2limits,63.33
county,26027,"Cass County, Michigan",co2limits,59.2
county,26029,"Charlevoix County, Michigan",co2limits,62.61
county,26031,"Cheboygan County, Michigan",co2limits,60.62
county,26033,"Chippewa County, Michigan",co2limits,64.36
county,26035,"Clare County, Michigan",co2limits,60.08
county,26037,"Clinton County, Michigan",co2limits,62.05
county,26039,"Crawford County, Michigan",co2limits,59.41
county,26041,"Delta County, Michigan",co2limits,58.44
county,26043,"Dickinson County, Michigan",co2limits,58.89
county,26045,"Eaton County, Michigan",co2limits,66.48
county,26047,"Emmet County, Michigan",co2limits,64.69
county,26049,"Genesee County, Michigan",co2limits,65.81
county,26051,"Gladwin County, Michigan",co2limits,58.63
county,26053,"Gogebic County, Michigan",co2limits,62.43
county,26055,"Grand Traverse County, Michigan",co2limits,65.04
county,26057,"Gratiot County, Michigan",co2limits,60.59
county,26059,"Hillsdale County, Michigan",co2limits,56.4
county,26061,"Houghton County, Michigan",co2limits,66.27
county,26063,"Huron County, Michigan",co2limits,57.4
county,26065,"Ingham County, Michigan",co2limits,74.16
county,26067,"Ionia County, Michigan",co2limits,58.83
county,26069,"Iosco County, Michigan",co2limits,60.52
county,26071,"Iron County, Michigan",co2limits,60.62
county,26073,"Isabella County, Michigan",co2limits,67.31
county,26075,"Jackson County, Michigan",co2limits,62.25
county,26077,"Kalamazoo County, Michigan",co2limits,70.42
county,26079,"Kalkaska County, Michigan",co2limits,58.29
county,26081,"Kent County, Michigan",co2limits,63.73
county,26083,"Keweenaw County, Michigan",co2limits,63.08
county,26085,"Lake County, Michigan",co2limits,62.49
county,26087,"Lapeer County, Michigan",co2limits,58.58
county,26089,"Leelanau County, Michigan",co2limits,68.48
county,26091,"Lenawee County, Michigan",co2limits,60.84
county,26093,"Livingston County, Michigan",co2limits,57.82
county,26095,"Luce County, Michigan",co2limits,59.37
county,26097,"Mackinac County, Michigan",co2limits,66.96
county,26099,"Macomb County, Michigan",co2limits,64.78
county,26101,"Manistee County, Michigan",co2limits,61.98
county,26103,"Marquette County, Michigan",co2limits,66.55
county,26105,"Mason County, Michigan",co2limits,61.65
county,26107,"Mecosta County, Michigan",co2limits,62.65
county,26109,"Menominee County, Michigan",co2limits,60.37
county,26111,"Midland County, Michigan",co2limits,61.5
county,26113,"Missaukee County, Michigan",co2limits,57.07
county,26115,"Monroe County, Michigan",co2limits,54.55
county,26117,"Montcalm County, Michigan",co2limits,59.73
county,26119,"Montmorency County, Michigan",co2limits,57.28
county,26121,"Muskegon County, Michigan",co2limits,62.68
county,26123,"Newaygo County, Michigan",co2limits,59.16
county,26125,"Oakland County, Michigan",co2limits,73.06
county,26127,"Oceana County, Michigan",co2limits,62.22
county,26129,"Ogemaw County, Michigan",co2limits,57.59
county,26131,"Ontonagon County, Michigan",co2limits,58.96
county,26133,"Osceola County, Michigan",co2limits,58.48
county,26135,"Oscoda County, Michigan",co2limits,58.02
county,26137,"Otsego County, Michigan",co2limits,58.83
county,26139,"Ottawa County, Michigan",co2limits,56.35
county,26141,"Presque Isle County, Michigan",co2limits,60.4
county,26143,"Roscommon County, Michigan",co2limits,61.19
county,26145,"Saginaw County, Michigan",co2limits,67.03
county,26147,"St. Clair County, Michigan",co2limits,57.54
county,26149,"St. Joseph County, Michigan",co2limits,63.12
county,26151,"Sanilac County, Michigan",co2limits,58.6
county,26153,"Schoolcraft County, Michigan",co2limits,59.94
county,26155,"Shiawassee County, Michigan",co2limits,62.7
county,26157,"Tuscola County, Michigan",co2limits,59.06
county,26159,"Van Buren County, Michigan",co2limits,64.35
county,26161,"Washtenaw County, Michigan",co2limits,76.81
county,26163,"Wayne County, Michigan",co2limits,73.0
county,26165,"Wexford County, Michigan",co2limits,60.31
county,27001,"Aitkin County, Minnesota",co2limits,59.89
county,27003,"Anoka County, Minnesota",co2limits,62.73
county,27005,"Becker County, Minnesota",co2limits,59.38
county,27007,"Beltrami County, Minnesota",co2limits,65.24
county,27009,"Benton County, Minnesota",co2limits,56.22
county,27011,"Big Stone County, Minnesota",co2limits,59.97
county,27013,"Blue Earth County, Minnesota",co2limits,64.93
county,27015,"Brown County, Minnesota",co2limits,57.42
county,27017,"Carlton County, Minnesota",co2limits,63.12
county,27019,"Carver County, Minnesota",co2limits,65.35
county,27021,"Cass County, Minnesota",co2limits,61.07
county,27023,"Chippewa County, Minnesota",co2limits,59.63
county,27025,"Chisago County, Minnesota",co2limits,59.4
county,27027,"Clay County, Minnesota",co2limits,65.63
county,27029,"Clearwater County, Minnesota",co2limits,57.74
county,27031,"Cook County, Minnesota",co2limits,69.96
county,27033,"Cottonwood County, Minnesota",co2limits,57.84
county,27035,"Crow Wing County, Minnesota",co2limits,58.59
county,27037,"Dakota County, Minnesota",co2limits,65.57
county,27039,"Dodge County, Minnesota",co2limits,58.74
county,27041,"Douglas County, Minnesota",co2limits,55.65
county,27043,"Faribault County, Minnesota",co2limits,58.34
county,27045,"Fillmore County, Minnesota",co2limits,63.66
county,27047,"Freeborn County, Minnesota",co2limits,59.61
county,27049,"Goodhue County, Minnesota",co2limits,59.99
county,27051,"Grant County, Minnesota",co2limits,60.83
county,27053,"Hennepin County, Minnesota",co2limits,76.33
county,27055,"Houston County, Minnesota",co2limits,56.92
county,27057,"Hubbard County, Minnesota",co2limits,61.21
county,27059,"Isanti County, Minnesota",co2limits,58.44
county,27061,"Itasca County, Minnesota",co2limits,55.79
county,27063,"Jackson County, Minnesota",co2limits,57.36
county,27065,"Kanabec County, Minnesota",co2limits,58.87
county,27067,"Kandiyohi County, Minnesota",co2limits,61.51
county,27069,"Kittson County, Minnesota",co2limits,62.31
county,27071,"Koochiching County, Minnesota",co2limits,63.33
county,27073,"Lac qui Parle County, Minnesota",co2limits,61.15
county,27075,"Lake County, Minnesota",co2limits,63.95
county,27077,"Lake of the Woods County, Minnesota",co2limits,61.98
county,27079,"Le Sueur County, Minnesota",co2limits,58.05
county,27081,"Lincoln County, Minnesota",co2limits,61.36
county,27083,"Lyon County, Minnesota",co2limits,59.95
county,27085,"McLeod County, Minnesota",co2limits,54.7
county,27087,"Mahnomen County, Minnesota",co2limits,66.46
county,27089,"Marshall County, Minnesota",co2limits,56.16
county,27091,"Martin County, Minnesota",co2limits,58.17
county,27093,"Meeker County, Minnesota",co2limits,57.67
county,27095,"Mille Lacs County, Minnesota",co2limits,58.78
county,27097,"Morrison County, Minnesota",co2limits,55.02
county,27099,"Mower County, Minnesota",co2limits,65.77
county,27101,"Murray County, Minnesota",co2limits,58.48
county,27103,"Nicollet County, Minnesota",co2limits,67.19
county,27105,"Nobles County, Minnesota",co2limits,61.6
county,27107,"Norman County, Minnesota",co2limits,63.04
county,27109,"Olmsted County, Minnesota",co2limits,69.93
county,27111,"Otter Tail County, Minnesota",co2limits,58.75
county,27113,"Pennington County, Minnesota",co2limits,59.0
county,27115,"Pine County, Minnesota",co2limits,60.96
county,27117,"Pipestone County, Minnesota",co2limits,57.76
county,27119,"Polk County, Minnesota",co2limits,58.49
county,27121,"Pope County, Minnesota",co2limits,58.96
county,27123,"Ramsey County, Minnesota",co2limits,73.83
county,27125,"Red Lake County, Minnesota",co2limits,58.21
county,27127,"Redwood County, Minnesota",co2limits,55.67
county,27129,"Renville County, Minnesota",co2limits,54.81
county,27131,"Rice County, Minnesota",co2limits,68.16
county,27133,"Rock County, Minnesota",co2limits,56.36
county,27135,"Roseau County, Minnesota",co2limits,58.64
county,27137,"St. Louis County, Minnesota",co2limits,66.03
county,27139,"Scott County, Minnesota",co2limits,64.98
county,27141,"Sherburne County, Minnesota",co2limits,51.52
county,27143,"Sibley County, Minnesota",co2limits,56.79
county,27145,"Stearns County, Minnesota",co2limits,62.66
county,27147,"Steele County, Minnesota",co2limits,59.3
county,27149,"Stevens County, Minnesota",co2limits,62.69
county,27151,"Swift County, Minnesota",co2limits,59.38
county,27153,"Todd County, Minnesota",co2limits,57.21
county,27155,"Traverse County, Minnesota",co2limits,62.25
county,27157,"Wabasha County, Minnesota",co2limits,59.47
county,27159,"Wadena County, Minnesota",co2limits,57.46
county,27161,"Waseca County, Minnesota",co2limits,58.96
county,27163,"Washington County, Minnesota",co2limits,67.76
county,27165,"Watonwan County, Minnesota",co2limits,62.51
county,27167,"Wilkin County, Minnesota",co2limits,55.94
county,27169,"Winona County, Minnesota",co2limits,66.19
county,27171,"Wright County, Minnesota",co2limits,58.46
county,27173,"Yellow Medicine County, Minnesota",co2limits,58.07
county,28001,"Adams County, Mississippi",co2limits,65.63
county,28003,"Alcorn County, Mississippi",co2limits,50.31
county,28005,"Amite County, Mississippi",co2limits,58.67
county,28007,"Attala County, Mississippi",co2limits,58.35
county,28009,"Benton County, Mississippi",co2limits,53.83
county,28011,"Bolivar County, Mississippi",co2limits,68.97
county,28013,"Calhoun County, Mississippi",co2limits,54.18
