geotype,geoid,geoname,varname,x2021,Cluster
county,12059,"Holmes County, FL",drilloffshore,58.7,Cluster 1
county,12061,"Indian River County, FL",drilloffshore,51.32,Cluster 1
county,12063,"Jackson County, FL",drilloffshore,54.79,Cluster 1
county,12065,"Jefferson County, FL",drilloffshore,52.91,Cluster 1
county,12067,"Lafayette County, FL",drilloffshore,60.32,Cluster 1
county,12069,"Lake County, FL",drilloffshore,48.68,Cluster 1
county,12071,"Lee County, FL",drilloffshore,50.29,Cluster 1
county,12073,"Leon County, FL",drilloffshore,46.9,Cluster 1
county,12075,"Levy County, FL",drilloffshore,53.27,Cluster 1
county,12077,"Liberty County, FL",drilloffshore,57.51,Cluster 1
county,12079,"Madison County, FL",drilloffshore,53.54,Cluster 1
county,12081,"Manatee County, FL",drilloffshore,50.11,Cluster 1
county,12083,"Marion County, FL",drilloffshore,51.16,Cluster 1
county,12085,"Martin County, FL",drilloffshore,51.78,Cluster 1
county,12086,"Miami-Dade County, FL",drilloffshore,39.69,Cluster 1
county,12087,"Monroe County, FL",drilloffshore,39.25,Cluster 1
county,12089,"Nassau County, FL",drilloffshore,53.55,Cluster 1
county,12091,"Okaloosa County, FL",drilloffshore,52.3,Cluster 1
county,12093,"Okeechobee County, FL",drilloffshore,56.62,Cluster 1
county,12095,"Orange County, FL",drilloffshore,36.33,Cluster 1
county,12097,"Osceola County, FL",drilloffshore,42.14,Cluster 1
county,12099,"Palm Beach County, FL",drilloffshore,43.53,Cluster 1
county,12101,"Pasco County, FL",drilloffshore,46.96,Cluster 1
county,12103,"Pinellas County, FL",drilloffshore,35.83,Cluster 1
county,12105,"Polk County, FL",drilloffshore,46.48,Cluster 1
county,12107,"Putnam County, FL",drilloffshore,54.0,Cluster 1
county,12109,"St. Johns County, FL",drilloffshore,53.7,Cluster 1
county,12111,"St. Lucie County, FL",drilloffshore,43.67,Cluster 1
county,12113,"Santa Rosa County, FL",drilloffshore,48.41,Cluster 1
county,12115,"Sarasota County, FL",drilloffshore,46.39,Cluster 1
county,12117,"Seminole County, FL",drilloffshore,49.35,Cluster 1
county,12119,"Sumter County, FL",drilloffshore,48.81,Cluster 1
county,12121,"Suwannee County, FL",drilloffshore,55.85,Cluster 1
county,12123,"Taylor County, FL",drilloffshore,53.53,Cluster 1
county,12125,"Union County, FL",drilloffshore,50.15,Cluster 1
county,12127,"Volusia County, FL",drilloffshore,47.46,Cluster 1
county,12129,"Wakulla County, FL",drilloffshore,54.9,Cluster 1
county,12131,"Walton County, FL",drilloffshore,51.62,Cluster 1
county,12133,"Washington County, FL",drilloffshore,59.96,Cluster 1
county,13001,"Appling County, GA",drilloffshore,59.85,Cluster 1
county,13003,"Atkinson County, GA",drilloffshore,58.52,Cluster 1
county,13005,"Bacon County, GA",drilloffshore,57.81,Cluster 1
county,13007,"Baker County, GA",drilloffshore,60.15,Cluster 1
county,13009,"Baldwin County, GA",drilloffshore,56.51,Cluster 1
county,13011,"Banks County, GA",drilloffshore,60.88,Cluster 1
county,13013,"Barrow County, GA",drilloffshore,57.85,Cluster 1
county,13015,"Bartow County, GA",drilloffshore,63.15,Cluster 1
county,13017,"Ben Hill County, GA",drilloffshore,59.46,Cluster 1
county,13019,"Berrien County, GA",drilloffshore,63.39,Cluster 1
county,13021,"Bibb County, GA",drilloffshore,48.36,Cluster 1
county,13023,"Bleckley County, GA",drilloffshore,63.98,Cluster 1
county,13025,"Brantley County, GA",drilloffshore,65.03,Cluster 1
county,13027,"Brooks County, GA",drilloffshore,56.87,Cluster 1
county,13029,"Bryan County, GA",drilloffshore,55.86,Cluster 1
county,13031,"Bulloch County, GA",drilloffshore,52.61,Cluster 1
county,13033,"Burke County, GA",drilloffshore,56.71,Cluster 1
county,13035,"Butts County, GA",drilloffshore,60.07,Cluster 1
county,13037,"Calhoun County, GA",drilloffshore,53.39,Cluster 1
county,13039,"Camden County, GA",drilloffshore,59.39,Cluster 1
county,13043,"Candler County, GA",drilloffshore,59.66,Cluster 1
county,13045,"Carroll County, GA",drilloffshore,55.59,Cluster 1
county,13047,"Catoosa County, GA",drilloffshore,61.5,Cluster 1
county,13049,"Charlton County, GA",drilloffshore,62.76,Cluster 1
county,13051,"Chatham County, GA",drilloffshore,44.16,Cluster 1
county,13053,"Chattahoochee County, GA",drilloffshore,50.6,Cluster 1
county,13055,"Chattooga County, GA",drilloffshore,63.11,Cluster 1
county,13057,"Cherokee County, GA",drilloffshore,55.24,Cluster 1
county,13059,"Clarke County, GA",drilloffshore,42.45,Cluster 1
county,13061,"Clay County, GA",drilloffshore,54.26,Cluster 1
county,13063,"Clayton County, GA",drilloffshore,43.9,Cluster 1
county,13065,"Clinch County, GA",drilloffshore,60.07,Cluster 1
county,13067,"Cobb County, GA",drilloffshore,49.21,Cluster 1
county,13069,"Coffee County, GA",drilloffshore,58.24,Cluster 1
county,13071,"Colquitt County, GA",drilloffshore,57.27,Cluster 1
county,13073,"Columbia County, GA",drilloffshore,58.95,Cluster 1
county,13075,"Cook County, GA",drilloffshore,58.96,Cluster 1
county,13077,"Coweta County, GA",drilloffshore,57.75,Cluster 1
county,13079,"Crawford County, GA",drilloffshore,64.5,Cluster 1
county,13081,"Crisp County, GA",drilloffshore,58.21,Cluster 1
county,13083,"Dade County, GA",drilloffshore,62.3,Cluster 1
county,13085,"Dawson County, GA",drilloffshore,60.26,Cluster 1
county,13087,"Decatur County, GA",drilloffshore,55.77,Cluster 1
county,13089,"Dekalb County, GA",drilloffshore,,Cluster 1
county,13089,"DeKalb County, GA",drilloffshore,42.03,Cluster 1
county,13091,"Dodge County, GA",drilloffshore,59.63,Cluster 1
county,13093,"Dooly County, GA",drilloffshore,54.59,Cluster 1
county,13095,"Dougherty County, GA",drilloffshore,48.68,Cluster 1
county,13097,"Douglas County, GA",drilloffshore,45.61,Cluster 1
county,13099,"Early County, GA",drilloffshore,61.78,Cluster 1
county,13101,"Echols County, GA",drilloffshore,64.07,Cluster 1
county,13103,"Effingham County, GA",drilloffshore,62.82,Cluster 1
county,13105,"Elbert County, GA",drilloffshore,60.09,Cluster 1
county,13107,"Emanuel County, GA",drilloffshore,55.44,Cluster 1
county,13109,"Evans County, GA",drilloffshore,59.63,Cluster 1
county,13111,"Fannin County, GA",drilloffshore,57.0,Cluster 1
county,13113,"Fayette County, GA",drilloffshore,53.05,Cluster 1
county,13115,"Floyd County, GA",drilloffshore,58.5,Cluster 1
county,13117,"Forsyth County, GA",drilloffshore,55.81,Cluster 1
county,13119,"Franklin County, GA",drilloffshore,57.47,Cluster 1
county,13121,"Fulton County, GA",drilloffshore,40.02,Cluster 1
county,13123,"Gilmer County, GA",drilloffshore,53.46,Cluster 1
county,13125,"Glascock County, GA",drilloffshore,64.02,Cluster 1
county,13127,"Glynn County, GA",drilloffshore,54.08,Cluster 1
county,13129,"Gordon County, GA",drilloffshore,62.1,Cluster 1
county,13131,"Grady County, GA",drilloffshore,57.32,Cluster 1
county,13133,"Greene County, GA",drilloffshore,56.27,Cluster 1
county,13135,"Gwinnett County, GA",drilloffshore,51.09,Cluster 1
county,13137,"Habersham County, GA",drilloffshore,61.67,Cluster 1
county,13139,"Hall County, GA",drilloffshore,52.98,Cluster 1
county,13141,"Hancock County, GA",drilloffshore,56.13,Cluster 1
county,13143,"Haralson County, GA",drilloffshore,63.4,Cluster 1
county,13145,"Harris County, GA",drilloffshore,61.66,Cluster 1
county,13147,"Hart County, GA",drilloffshore,60.11,Cluster 1
county,13149,"Heard County, GA",drilloffshore,63.0,Cluster 1
county,13151,"Henry County, GA",drilloffshore,54.15,Cluster 1
county,13153,"Houston County, GA",drilloffshore,55.79,Cluster 1
county,13155,"Irwin County, GA",drilloffshore,63.91,Cluster 1
county,13157,"Jackson County, GA",drilloffshore,58.5,Cluster 1
county,13159,"Jasper County, GA",drilloffshore,59.01,Cluster 1
county,13161,"Jeff Davis County, GA",drilloffshore,64.0,Cluster 1
county,13163,"Jefferson County, GA",drilloffshore,55.54,Cluster 1
county,13165,"Jenkins County, GA",drilloffshore,56.24,Cluster 1
county,13167,"Johnson County, GA",drilloffshore,58.93,Cluster 1
county,13169,"Jones County, GA",drilloffshore,58.66,Cluster 1
county,13171,"Lamar County, GA",drilloffshore,60.11,Cluster 1
county,13173,"Lanier County, GA",drilloffshore,62.55,Cluster 1
county,13175,"Laurens County, GA",drilloffshore,59.56,Cluster 1
county,13177,"Lee County, GA",drilloffshore,60.14,Cluster 1
county,13179,"Liberty County, GA",drilloffshore,53.55,Cluster 1
county,13181,"Lincoln County, GA",drilloffshore,60.55,Cluster 1
county,13183,"Long County, GA",drilloffshore,52.31,Cluster 1
county,13185,"Lowndes County, GA",drilloffshore,52.84,Cluster 1
county,13187,"Lumpkin County, GA",drilloffshore,62.4,Cluster 1
county,13189,"McDuffie County, GA",drilloffshore,57.93,Cluster 1
county,13191,"McIntosh County, GA",drilloffshore,58.55,Cluster 1
county,13193,"Macon County, GA",drilloffshore,49.04,Cluster 1
county,13195,"Madison County, GA",drilloffshore,59.77,Cluster 1
county,13197,"Marion County, GA",drilloffshore,52.37,Cluster 1
county,13199,"Meriwether County, GA",drilloffshore,57.84,Cluster 1
county,13201,"Miller County, GA",drilloffshore,62.46,Cluster 1
county,13205,"Mitchell County, GA",drilloffshore,56.57,Cluster 1
county,13207,"Monroe County, GA",drilloffshore,64.08,Cluster 1
county,13209,"Montgomery County, GA",drilloffshore,60.99,Cluster 1
county,13211,"Morgan County, GA",drilloffshore,57.77,Cluster 1
county,13213,"Murray County, GA",drilloffshore,65.85,Cluster 1
county,13215,"Muscogee County, GA",drilloffshore,51.07,Cluster 1
county,13217,"Newton County, GA",drilloffshore,52.98,Cluster 1
county,13219,"Oconee County, GA",drilloffshore,53.75,Cluster 1
county,13221,"Oglethorpe County, GA",drilloffshore,57.93,Cluster 1
county,13223,"Paulding County, GA",drilloffshore,58.59,Cluster 1
county,13225,"Peach County, GA",drilloffshore,50.37,Cluster 1
county,13227,"Pickens County, GA",drilloffshore,57.61,Cluster 1
county,13229,"Pierce County, GA",drilloffshore,65.66,Cluster 1
county,13231,"Pike County, GA",drilloffshore,65.88,Cluster 1
county,13233,"Polk County, GA",drilloffshore,58.78,Cluster 1
county,13235,"Pulaski County, GA",drilloffshore,61.89,Cluster 1
county,13237,"Putnam County, GA",drilloffshore,62.08,Cluster 1
county,13239,"Quitman County, GA",drilloffshore,49.74,Cluster 1
county,13241,"Rabun County, GA",drilloffshore,53.12,Cluster 1
county,13243,"Randolph County, GA",drilloffshore,48.24,Cluster 1
county,13245,"Richmond County, GA",drilloffshore,51.05,Cluster 1
county,13247,"Rockdale County, GA",drilloffshore,50.26,Cluster 1
county,13249,"Schley County, GA",drilloffshore,64.04,Cluster 1
county,13251,"Screven County, GA",drilloffshore,55.82,Cluster 1
county,13253,"Seminole County, GA",drilloffshore,59.78,Cluster 1
county,13255,"Spalding County, GA",drilloffshore,55.94,Cluster 1
county,13257,"Stephens County, GA",drilloffshore,58.92,Cluster 1
county,13259,"Stewart County, GA",drilloffshore,50.33,Cluster 1
county,13261,"Sumter County, GA",drilloffshore,52.78,Cluster 1
county,13263,"Talbot County, GA",drilloffshore,51.14,Cluster 1
county,13265,"Taliaferro County, GA",drilloffshore,52.51,Cluster 1
county,13267,"Tattnall County, GA",drilloffshore,56.82,Cluster 1
county,13269,"Taylor County, GA",drilloffshore,60.43,Cluster 1
county,13271,"Telfair County, GA",drilloffshore,60.17,Cluster 1
county,13273,"Terrell County, GA",drilloffshore,55.02,Cluster 1
county,13275,"Thomas County, GA",drilloffshore,56.94,Cluster 1
county,13277,"Tift County, GA",drilloffshore,59.2,Cluster 1
county,13279,"Toombs County, GA",drilloffshore,56.35,Cluster 1
county,13281,"Towns County, GA",drilloffshore,58.45,Cluster 1
county,13283,"Treutlen County, GA",drilloffshore,61.44,Cluster 1
county,13285,"Troup County, GA",drilloffshore,56.08,Cluster 1
county,13287,"Turner County, GA",drilloffshore,59.46,Cluster 1
county,13289,"Twiggs County, GA",drilloffshore,59.18,Cluster 1
county,13291,"Union County, GA",drilloffshore,58.38,Cluster 1
county,13293,"Upson County, GA",drilloffshore,59.63,Cluster 1
county,13295,"Walker County, GA",drilloffshore,61.97,Cluster 1
county,13297,"Walton County, GA",drilloffshore,60.23,Cluster 1
county,13299,"Ware County, GA",drilloffshore,58.24,Cluster 1
county,13301,"Warren County, GA",drilloffshore,57.44,Cluster 1
county,13303,"Washington County, GA",drilloffshore,54.74,Cluster 1
county,13305,"Wayne County, GA",drilloffshore,56.83,Cluster 1
county,13307,"Webster County, GA",drilloffshore,60.86,Cluster 1
county,13309,"Wheeler County, GA",drilloffshore,62.02,Cluster 1
county,13311,"White County, GA",drilloffshore,63.76,Cluster 1
county,13313,"Whitfield County, GA",drilloffshore,54.95,Cluster 1
county,13315,"Wilcox County, GA",drilloffshore,62.22,Cluster 1
county,13317,"Wilkes County, GA",drilloffshore,59.51,Cluster 1
county,13319,"Wilkinson County, GA",drilloffshore,54.04,Cluster 1
county,13321,"Worth County, GA",drilloffshore,63.16,Cluster 1
county,15001,"Hawaii County, HI",drilloffshore,48.76,Cluster 1
county,15003,"Honolulu County, HI",drilloffshore,48.76,Cluster 1
county,15005,"Kalawao County, HI",drilloffshore,48.76,Cluster 1
county,15007,"Kauai County, HI",drilloffshore,48.76,Cluster 1
county,15009,"Maui County, HI",drilloffshore,48.76,Cluster 1
county,17001,"Adams County, IL",drilloffshore,54.12,Cluster 1
county,17003,"Alexander County, IL",drilloffshore,57.69,Cluster 1
county,17005,"Bond County, IL",drilloffshore,57.0,Cluster 1
county,17007,"Boone County, IL",drilloffshore,52.96,Cluster 1
county,17009,"Brown County, IL",drilloffshore,54.04,Cluster 1
county,17011,"Bureau County, IL",drilloffshore,57.11,Cluster 1
county,17013,"Calhoun County, IL",drilloffshore,61.63,Cluster 1
county,17015,"Carroll County, IL",drilloffshore,60.01,Cluster 1
county,17017,"Cass County, IL",drilloffshore,52.75,Cluster 1
county,17019,"Champaign County, IL",drilloffshore,44.14,Cluster 1
county,17021,"Christian County, IL",drilloffshore,63.92,Cluster 1
county,17023,"Clark County, IL",drilloffshore,60.29,Cluster 1
county,17025,"Clay County, IL",drilloffshore,62.66,Cluster 1
county,17027,"Clinton County, IL",drilloffshore,56.47,Cluster 1
county,17029,"Coles County, IL",drilloffshore,56.59,Cluster 1
county,17031,"Cook County, IL",drilloffshore,42.68,Cluster 1
county,17033,"Crawford County, IL",drilloffshore,59.12,Cluster 1
county,17035,"Cumberland County, IL",drilloffshore,61.38,Cluster 1
county,17037,"Dekalb County, IL",drilloffshore,,Cluster 1
county,17037,"DeKalb County, IL",drilloffshore,51.75,Cluster 1
county,17039,"De Witt County, IL",drilloffshore,60.37,Cluster 1
county,17041,"Douglas County, IL",drilloffshore,57.28,Cluster 1
county,17043,"Dupage County, IL",drilloffshore,,Cluster 1
county,17043,"DuPage County, IL",drilloffshore,47.92,Cluster 1
county,17045,"Edgar County, IL",drilloffshore,61.15,Cluster 1
county,17047,"Edwards County, IL",drilloffshore,63.2,Cluster 1
county,17049,"Effingham County, IL",drilloffshore,61.02,Cluster 1
county,17051,"Fayette County, IL",drilloffshore,61.51,Cluster 1
county,17053,"Ford County, IL",drilloffshore,57.72,Cluster 1
county,17055,"Franklin County, IL",drilloffshore,57.72,Cluster 1
county,17057,"Fulton County, IL",drilloffshore,59.37,Cluster 1
county,17059,"Gallatin County, IL",drilloffshore,58.28,Cluster 1
county,17061,"Greene County, IL",drilloffshore,60.38,Cluster 1
county,17063,"Grundy County, IL",drilloffshore,57.74,Cluster 1
county,17065,"Hamilton County, IL",drilloffshore,59.17,Cluster 1
county,17067,"Hancock County, IL",drilloffshore,62.35,Cluster 1
county,17069,"Hardin County, IL",drilloffshore,63.29,Cluster 1
county,17071,"Henderson County, IL",drilloffshore,56.36,Cluster 1
county,17073,"Henry County, IL",drilloffshore,57.39,Cluster 1
county,17075,"Iroquois County, IL",drilloffshore,59.03,Cluster 1
county,17077,"Jackson County, IL",drilloffshore,48.99,Cluster 1
county,17079,"Jasper County, IL",drilloffshore,65.58,Cluster 1
county,17081,"Jefferson County, IL",drilloffshore,58.93,Cluster 1
county,17083,"Jersey County, IL",drilloffshore,58.69,Cluster 1
county,17085,"Jo Daviess County, IL",drilloffshore,55.18,Cluster 1
county,17087,"Johnson County, IL",drilloffshore,61.45,Cluster 1
county,17089,"Kane County, IL",drilloffshore,48.63,Cluster 1
county,17091,"Kankakee County, IL",drilloffshore,55.99,Cluster 1
county,17093,"Kendall County, IL",drilloffshore,50.98,Cluster 1
county,17095,"Knox County, IL",drilloffshore,52.91,Cluster 1
county,17097,"Lake County, IL",drilloffshore,52.05,Cluster 1
county,17099,"Lasalle County, IL",drilloffshore,,Cluster 1
county,17099,"LaSalle County, IL",drilloffshore,58.64,Cluster 1
county,17101,"Lawrence County, IL",drilloffshore,61.11,Cluster 1
county,17103,"Lee County, IL",drilloffshore,57.72,Cluster 1
county,17105,"Livingston County, IL",drilloffshore,61.41,Cluster 1
county,17107,"Logan County, IL",drilloffshore,58.01,Cluster 1
county,17109,"McDonough County, IL",drilloffshore,51.91,Cluster 1
county,17111,"McHenry County, IL",drilloffshore,49.74,Cluster 1
county,17113,"McLean County, IL",drilloffshore,49.81,Cluster 1
county,17115,"Macon County, IL",drilloffshore,54.7,Cluster 1
county,17117,"Macoupin County, IL",drilloffshore,58.25,Cluster 1
county,17119,"Madison County, IL",drilloffshore,54.47,Cluster 1
county,17121,"Marion County, IL",drilloffshore,61.88,Cluster 1
county,17123,"Marshall County, IL",drilloffshore,59.68,Cluster 1
county,17125,"Mason County, IL",drilloffshore,62.83,Cluster 1
county,17127,"Massac County, IL",drilloffshore,64.84,Cluster 1
county,17129,"Menard County, IL",drilloffshore,53.69,Cluster 1
county,17131,"Mercer County, IL",drilloffshore,57.33,Cluster 1
county,17133,"Monroe County, IL",drilloffshore,60.8,Cluster 1
county,17135,"Montgomery County, IL",drilloffshore,64.19,Cluster 1
county,17137,"Morgan County, IL",drilloffshore,57.87,Cluster 1
county,17139,"Moultrie County, IL",drilloffshore,57.96,Cluster 1
county,17141,"Ogle County, IL",drilloffshore,57.87,Cluster 1
county,17143,"Peoria County, IL",drilloffshore,54.23,Cluster 1
county,17145,"Perry County, IL",drilloffshore,60.8,Cluster 1
county,17147,"Piatt County, IL",drilloffshore,54.39,Cluster 1
county,17149,"Pike County, IL",drilloffshore,58.53,Cluster 1
county,17151,"Pope County, IL",drilloffshore,62.63,Cluster 1
county,17153,"Pulaski County, IL",drilloffshore,57.41,Cluster 1
county,17155,"Putnam County, IL",drilloffshore,62.63,Cluster 1
county,17157,"Randolph County, IL",drilloffshore,61.28,Cluster 1
county,17159,"Richland County, IL",drilloffshore,61.02,Cluster 1
county,17161,"Rock Island County, IL",drilloffshore,52.51,Cluster 1
county,17163,"St. Clair County, IL",drilloffshore,53.01,Cluster 1
county,17165,"Saline County, IL",drilloffshore,58.13,Cluster 1
county,17167,"Sangamon County, IL",drilloffshore,50.97,Cluster 1
county,17169,"Schuyler County, IL",drilloffshore,57.26,Cluster 1
county,17171,"Scott County, IL",drilloffshore,61.11,Cluster 1
county,17173,"Shelby County, IL",drilloffshore,57.6,Cluster 1
county,17175,"Stark County, IL",drilloffshore,57.95,Cluster 1
county,17177,"Stephenson County, IL",drilloffshore,55.35,Cluster 1
county,17179,"Tazewell County, IL",drilloffshore,59.87,Cluster 1
county,17181,"Union County, IL",drilloffshore,59.12,Cluster 1
county,17183,"Vermilion County, IL",drilloffshore,57.99,Cluster 1
county,17185,"Wabash County, IL",drilloffshore,62.43,Cluster 1
county,17187,"Warren County, IL",drilloffshore,54.93,Cluster 1
county,17189,"Washington County, IL",drilloffshore,61.56,Cluster 1
county,17191,"Wayne County, IL",drilloffshore,61.03,Cluster 1
county,17193,"White County, IL",drilloffshore,55.93,Cluster 1
county,17195,"Whiteside County, IL",drilloffshore,57.33,Cluster 1
county,17197,"Will County, IL",drilloffshore,54.9,Cluster 1
county,17199,"Williamson County, IL",drilloffshore,56.44,Cluster 1
county,17201,"Winnebago County, IL",drilloffshore,54.22,Cluster 1
county,17203,"Woodford County, IL",drilloffshore,57.14,Cluster 1
county,18001,"Adams County, IN",drilloffshore,57.16,Cluster 1
county,18003,"Allen County, IN",drilloffshore,55.1,Cluster 1
county,18005,"Bartholomew County, IN",drilloffshore,60.78,Cluster 1
county,18007,"Benton County, IN",drilloffshore,58.59,Cluster 1
county,18009,"Blackford County, IN",drilloffshore,61.99,Cluster 1
county,18011,"Boone County, IN",drilloffshore,53.36,Cluster 1
county,18013,"Brown County, IN",drilloffshore,60.33,Cluster 1
county,18015,"Carroll County, IN",drilloffshore,61.8,Cluster 1
county,18017,"Cass County, IN",drilloffshore,58.4,Cluster 1
county,18019,"Clark County, IN",drilloffshore,56.92,Cluster 1
county,18021,"Clay County, IN",drilloffshore,62.59,Cluster 1
county,18023,"Clinton County, IN",drilloffshore,58.57,Cluster 1
county,18025,"Crawford County, IN",drilloffshore,62.14,Cluster 1
county,18027,"Daviess County, IN",drilloffshore,57.24,Cluster 1
county,18029,"Dearborn County, IN",drilloffshore,55.75,Cluster 1
county,18031,"Decatur County, IN",drilloffshore,57.43,Cluster 1
county,18033,"Dekalb County, IN",drilloffshore,,Cluster 1
county,18033,"DeKalb County, IN",drilloffshore,58.31,Cluster 1
county,18035,"Delaware County, IN",drilloffshore,49.54,Cluster 1
county,18037,"Dubois County, IN",drilloffshore,62.44,Cluster 1
county,18037,"DuBois County, IN",drilloffshore,,Cluster 1
county,18039,"Elkhart County, IN",drilloffshore,53.57,Cluster 1
county,18041,"Fayette County, IN",drilloffshore,59.02,Cluster 1
county,18043,"Floyd County, IN",drilloffshore,58.45,Cluster 1
county,18045,"Fountain County, IN",drilloffshore,61.1,Cluster 1
county,18047,"Franklin County, IN",drilloffshore,61.76,Cluster 1
county,18049,"Fulton County, IN",drilloffshore,60.79,Cluster 1
county,18051,"Gibson County, IN",drilloffshore,68.17,Cluster 1
county,18053,"Grant County, IN",drilloffshore,54.55,Cluster 1
county,18055,"Greene County, IN",drilloffshore,62.04,Cluster 1
county,18057,"Hamilton County, IN",drilloffshore,51.77,Cluster 1
county,18059,"Hancock County, IN",drilloffshore,60.66,Cluster 1
county,18061,"Harrison County, IN",drilloffshore,60.54,Cluster 1
county,18063,"Hendricks County, IN",drilloffshore,56.31,Cluster 1
county,18065,"Henry County, IN",drilloffshore,59.69,Cluster 1
county,18067,"Howard County, IN",drilloffshore,60.2,Cluster 1
county,18069,"Huntington County, IN",drilloffshore,62.23,Cluster 1
county,18071,"Jackson County, IN",drilloffshore,60.38,Cluster 1
county,18073,"Jasper County, IN",drilloffshore,63.76,Cluster 1
county,18075,"Jay County, IN",drilloffshore,60.22,Cluster 1
county,18077,"Jefferson County, IN",drilloffshore,62.5,Cluster 1
county,18079,"Jennings County, IN",drilloffshore,59.56,Cluster 1
county,18081,"Johnson County, IN",drilloffshore,57.54,Cluster 1
county,18083,"Knox County, IN",drilloffshore,62.63,Cluster 1
county,18085,"Kosciusko County, IN",drilloffshore,59.88,Cluster 1
county,18087,"LaGrange County, IN",drilloffshore,54.01,Cluster 1
county,18089,"Lake County, IN",drilloffshore,53.0,Cluster 1
county,18091,"Laporte County, IN",drilloffshore,,Cluster 1
county,18091,"LaPorte County, IN",drilloffshore,58.46,Cluster 1
county,18093,"Lawrence County, IN",drilloffshore,59.65,Cluster 1
county,18095,"Madison County, IN",drilloffshore,58.98,Cluster 1
county,18097,"Marion County, IN",drilloffshore,48.21,Cluster 1
county,18099,"Marshall County, IN",drilloffshore,56.86,Cluster 1
county,18101,"Martin County, IN",drilloffshore,61.11,Cluster 1
county,18103,"Miami County, IN",drilloffshore,62.45,Cluster 1
county,18105,"Monroe County, IN",drilloffshore,44.1,Cluster 1
county,18107,"Montgomery County, IN",drilloffshore,60.58,Cluster 1
county,18109,"Morgan County, IN",drilloffshore,58.81,Cluster 1
county,18111,"Newton County, IN",drilloffshore,62.42,Cluster 1
county,18113,"Noble County, IN",drilloffshore,60.09,Cluster 1
county,18115,"Ohio County, IN",drilloffshore,63.16,Cluster 1
county,18117,"Orange County, IN",drilloffshore,61.06,Cluster 1
county,18119,"Owen County, IN",drilloffshore,58.94,Cluster 1
county,18121,"Parke County, IN",drilloffshore,60.84,Cluster 1
county,18123,"Perry County, IN",drilloffshore,60.07,Cluster 1
county,18125,"Pike County, IN",drilloffshore,64.52,Cluster 1
county,18127,"Porter County, IN",drilloffshore,56.38,Cluster 1
county,18129,"Posey County, IN",drilloffshore,65.82,Cluster 1
county,18131,"Pulaski County, IN",drilloffshore,61.0,Cluster 1
county,18133,"Putnam County, IN",drilloffshore,59.2,Cluster 1
county,18135,"Randolph County, IN",drilloffshore,59.23,Cluster 1
county,18137,"Ripley County, IN",drilloffshore,61.93,Cluster 1
county,18139,"Rush County, IN",drilloffshore,63.76,Cluster 1
county,18141,"St. Joseph County, IN",drilloffshore,51.51,Cluster 1
county,18143,"Scott County, IN",drilloffshore,56.13,Cluster 1
county,18145,"Shelby County, IN",drilloffshore,62.78,Cluster 1
county,18147,"Spencer County, IN",drilloffshore,64.52,Cluster 1
county,18149,"Starke County, IN",drilloffshore,61.43,Cluster 1
county,18151,"Steuben County, IN",drilloffshore,55.77,Cluster 1
county,18153,"Sullivan County, IN",drilloffshore,63.26,Cluster 1
county,18155,"Switzerland County, IN",drilloffshore,59.52,Cluster 1
county,18157,"Tippecanoe County, IN",drilloffshore,49.08,Cluster 1
county,18159,"Tipton County, IN",drilloffshore,62.99,Cluster 1
county,18161,"Union County, IN",drilloffshore,57.31,Cluster 1
county,18163,"Vanderburgh County, IN",drilloffshore,55.53,Cluster 1
county,18165,"Vermillion County, IN",drilloffshore,63.47,Cluster 1
county,18167,"Vigo County, IN",drilloffshore,52.74,Cluster 1
county,18169,"Wabash County, IN",drilloffshore,63.2,Cluster 1
county,18171,"Warren County, IN",drilloffshore,60.37,Cluster 1
county,18173,"Warrick County, IN",drilloffshore,59.44,Cluster 1
county,18175,"Washington County, IN",drilloffshore,60.73,Cluster 1
county,18177,"Wayne County, IN",drilloffshore,59.26,Cluster 1
county,18179,"Wells County, IN",drilloffshore,64.1,Cluster 1
county,18181,"White County, IN",drilloffshore,60.81,Cluster 1
county,18183,"Whitley County, IN",drilloffshore,58.38,Cluster 1
county,19001,"Adair County, IA",drilloffshore,55.31,Cluster 2
county,19003,"Adams County, IA",drilloffshore,47.64,Cluster 2
county,19005,"Allamakee County, IA",drilloffshore,53.73,Cluster 2
county,19007,"Appanoose County, IA",drilloffshore,56.18,Cluster 2
county,19009,"Audubon County, IA",drilloffshore,51.34,Cluster 2
county,19011,"Benton County, IA",drilloffshore,53.32,Cluster 2
county,19013,"Black Hawk County, IA",drilloffshore,45.84,Cluster 2
county,19015,"Boone County, IA",drilloffshore,53.62,Cluster 2
county,19017,"Bremer County, IA",drilloffshore,50.76,Cluster 2
county,19019,"Buchanan County, IA",drilloffshore,52.31,Cluster 2
county,19021,"Buena Vista County, IA",drilloffshore,47.31,Cluster 2
county,19023,"Butler County, IA",drilloffshore,55.7,Cluster 2
county,19025,"Calhoun County, IA",drilloffshore,54.19,Cluster 2
county,19027,"Carroll County, IA",drilloffshore,55.85,Cluster 2
county,19029,"Cass County, IA",drilloffshore,51.23,Cluster 2
county,19031,"Cedar County, IA",drilloffshore,55.17,Cluster 2
county,19033,"Cerro Gordo County, IA",drilloffshore,49.32,Cluster 2
county,19035,"Cherokee County, IA",drilloffshore,54.14,Cluster 2
county,19037,"Chickasaw County, IA",drilloffshore,51.09,Cluster 2
county,19039,"Clarke County, IA",drilloffshore,53.62,Cluster 2
