geotype,geoid,geoname,varname,x2021,Cluster
county,26055,"Grand Traverse County, MI",co2limits,65.04,Cluster 1
county,26057,"Gratiot County, MI",co2limits,60.59,Cluster 1
county,26059,"Hillsdale County, MI",co2limits,56.4,Cluster 1
county,26061,"Houghton County, MI",co2limits,66.27,Cluster 1
county,26063,"Huron County, MI",co2limits,57.4,Cluster 1
county,26065,"Ingham County, MI",co2limits,74.16,Cluster 1
county,26067,"Ionia County, MI",co2limits,58.83,Cluster 1
county,26069,"Iosco County, MI",co2limits,60.52,Cluster 1
county,26071,"Iron County, MI",co2limits,60.62,Cluster 1
county,26073,"Isabella County, MI",co2limits,67.31,Cluster 1
county,26075,"Jackson County, MI",co2limits,62.25,Cluster 1
county,26077,"Kalamazoo County, MI",co2limits,70.42,Cluster 1
county,26079,"Kalkaska County, MI",co2limits,58.29,Cluster 1
county,26081,"Kent County, MI",co2limits,63.73,Cluster 1
county,26083,"Keweenaw County, MI",co2limits,63.08,Cluster 1
county,26085,"Lake County, MI",co2limits,62.49,Cluster 1
county,26087,"Lapeer County, MI",co2limits,58.58,Cluster 1
county,26089,"Leelanau County, MI",co2limits,68.48,Cluster 1
county,26091,"Lenawee County, MI",co2limits,60.84,Cluster 1
county,26093,"Livingston County, MI",co2limits,57.82,Cluster 1
county,26095,"Luce County, MI",co2limits,59.37,Cluster 1
county,26097,"Mackinac County, MI",co2limits,66.96,Cluster 1
county,26099,"Macomb County, MI",co2limits,64.78,Cluster 1
county,26101,"Manistee County, MI",co2limits,61.98,Cluster 1
county,26103,"Marquette County, MI",co2limits,66.55,Cluster 1
county,26105,"Mason County, MI",co2limits,61.65,Cluster 1
county,26107,"Mecosta County, MI",co2limits,62.65,Cluster 1
county,26109,"Menominee County, MI",co2limits,60.37,Cluster 1
county,26111,"Midland County, MI",co2limits,61.5,Cluster 1
county,26113,"Missaukee County, MI",co2limits,57.07,Cluster 1
county,26115,"Monroe County, MI",co2limits,54.55,Cluster 1
county,26117,"Montcalm County, MI",co2limits,59.73,Cluster 1
county,26119,"Montmorency County, MI",co2limits,57.28,Cluster 1
county,26121,"Muskegon County, MI",co2limits,62.68,Cluster 1
county,26123,"Newaygo County, MI",co2limits,59.16,Cluster 1
county,26125,"Oakland County, MI",co2limits,73.06,Cluster 1
county,26127,"Oceana County, MI",co2limits,62.22,Cluster 1
county,26129,"Ogemaw County, MI",co2limits,57.59,Cluster 1
county,26131,"Ontonagon County, MI",co2limits,58.96,Cluster 1
county,26133,"Osceola County, MI",co2limits,58.48,Cluster 1
county,26135,"Oscoda County, MI",co2limits,58.02,Cluster 1
county,26137,"Otsego County, MI",co2limits,58.83,Cluster 1
county,26139,"Ottawa County, MI",co2limits,56.35,Cluster 1
county,26141,"Presque Isle County, MI",co2limits,60.4,Cluster 1
county,26143,"Roscommon County, MI",co2limits,61.19,Cluster 1
county,26145,"Saginaw County, MI",co2limits,67.03,Cluster 1
county,26147,"St. Clair County, MI",co2limits,57.54,Cluster 1
county,26149,"St. Joseph County, MI",co2limits,63.12,Cluster 1
county,26151,"Sanilac County, MI",co2limits,58.6,Cluster 1
county,26153,"Schoolcraft County, MI",co2limits,59.94,Cluster 1
county,26155,"Shiawassee County, MI",co2limits,62.7,Cluster 1
county,26157,"Tuscola County, MI",co2limits,59.06,Cluster 1
county,26159,"Van Buren County, MI",co2limits,64.35,Cluster 1
county,26161,"Washtenaw County, MI",co2limits,76.81,Cluster 1
county,26163,"Wayne County, MI",co2limits,73.0,Cluster 1
county,26165,"Wexford County, MI",co2limits,60.31,Cluster 1
county,29001,"Adair County, MO",co2limits,60.5,Cluster 1
county,29003,"Andrew County, MO",co2limits,51.54,Cluster 1
county,29005,"Atchison County, MO",co2limits,51.05,Cluster 1
county,29007,"Audrain County, MO",co2limits,53.7,Cluster 1
county,29009,"Barry County, MO",co2limits,54.09,Cluster 1
county,29011,"Barton County, MO",co2limits,47.65,Cluster 1
county,29013,"Bates County, MO",co2limits,55.26,Cluster 1
county,29015,"Benton County, MO",co2limits,54.45,Cluster 1
county,29017,"Bollinger County, MO",co2limits,54.19,Cluster 1
county,29019,"Boone County, MO",co2limits,69.25,Cluster 1
county,29021,"Buchanan County, MO",co2limits,58.09,Cluster 1
county,29023,"Butler County, MO",co2limits,53.92,Cluster 1
county,29025,"Caldwell County, MO",co2limits,51.75,Cluster 1
county,29027,"Callaway County, MO",co2limits,53.84,Cluster 1
county,29029,"Camden County, MO",co2limits,53.55,Cluster 1
county,29031,"Cape Girardeau County, MO",co2limits,56.61,Cluster 1
county,29033,"Carroll County, MO",co2limits,53.66,Cluster 1
county,29035,"Carter County, MO",co2limits,53.96,Cluster 1
county,29037,"Cass County, MO",co2limits,56.34,Cluster 1
county,29039,"Cedar County, MO",co2limits,51.5,Cluster 1
county,29041,"Chariton County, MO",co2limits,53.17,Cluster 1
county,29043,"Christian County, MO",co2limits,52.43,Cluster 1
county,29045,"Clark County, MO",co2limits,53.04,Cluster 1
county,29047,"Clay County, MO",co2limits,63.2,Cluster 1
county,29049,"Clinton County, MO",co2limits,54.18,Cluster 1
county,29051,"Cole County, MO",co2limits,56.27,Cluster 1
county,29053,"Cooper County, MO",co2limits,55.82,Cluster 1
county,29055,"Crawford County, MO",co2limits,52.28,Cluster 1
county,29057,"Dade County, MO",co2limits,51.48,Cluster 1
county,29059,"Dallas County, MO",co2limits,52.74,Cluster 1
county,29061,"Daviess County, MO",co2limits,55.27,Cluster 1
county,29063,"DeKalb County, MO",co2limits,52.26,Cluster 1
county,29065,"Dent County, MO",co2limits,49.26,Cluster 1
county,29067,"Douglas County, MO",co2limits,49.9,Cluster 1
county,29069,"Dunklin County, MO",co2limits,55.01,Cluster 1
county,29071,"Franklin County, MO",co2limits,48.21,Cluster 1
county,29073,"Gasconade County, MO",co2limits,52.2,Cluster 1
county,29075,"Gentry County, MO",co2limits,54.18,Cluster 1
county,29077,"Greene County, MO",co2limits,63.75,Cluster 1
county,29079,"Grundy County, MO",co2limits,53.84,Cluster 1
county,29081,"Harrison County, MO",co2limits,51.83,Cluster 1
county,29083,"Henry County, MO",co2limits,48.17,Cluster 1
county,29085,"Hickory County, MO",co2limits,52.82,Cluster 1
county,29087,"Holt County, MO",co2limits,48.66,Cluster 1
county,29089,"Howard County, MO",co2limits,56.91,Cluster 1
county,29091,"Howell County, MO",co2limits,51.24,Cluster 1
county,29093,"Iron County, MO",co2limits,52.82,Cluster 1
county,29095,"Jackson County, MO",co2limits,67.09,Cluster 1
county,29097,"Jasper County, MO",co2limits,54.17,Cluster 1
county,29099,"Jefferson County, MO",co2limits,51.9,Cluster 1
county,29101,"Johnson County, MO",co2limits,55.75,Cluster 1
county,29103,"Knox County, MO",co2limits,52.93,Cluster 1
county,29105,"Laclede County, MO",co2limits,49.44,Cluster 1
county,29107,"Lafayette County, MO",co2limits,54.41,Cluster 1
county,29109,"Lawrence County, MO",co2limits,53.77,Cluster 1
county,29111,"Lewis County, MO",co2limits,54.12,Cluster 1
county,29113,"Lincoln County, MO",co2limits,51.32,Cluster 1
county,29115,"Linn County, MO",co2limits,53.26,Cluster 1
county,29117,"Livingston County, MO",co2limits,53.94,Cluster 1
county,29119,"McDonald County, MO",co2limits,51.26,Cluster 1
county,29121,"Macon County, MO",co2limits,52.29,Cluster 1
county,29123,"Madison County, MO",co2limits,52.9,Cluster 1
county,29125,"Maries County, MO",co2limits,53.88,Cluster 1
county,29127,"Marion County, MO",co2limits,53.14,Cluster 1
county,29129,"Mercer County, MO",co2limits,51.73,Cluster 1
county,29131,"Miller County, MO",co2limits,52.21,Cluster 1
county,29133,"Mississippi County, MO",co2limits,56.52,Cluster 1
county,29135,"Moniteau County, MO",co2limits,53.95,Cluster 1
county,29137,"Monroe County, MO",co2limits,51.2,Cluster 1
county,29139,"Montgomery County, MO",co2limits,51.98,Cluster 1
county,29141,"Morgan County, MO",co2limits,56.99,Cluster 1
county,29143,"New Madrid County, MO",co2limits,42.62,Cluster 1
county,29145,"Newton County, MO",co2limits,52.51,Cluster 1
county,29147,"Nodaway County, MO",co2limits,56.38,Cluster 1
county,29149,"Oregon County, MO",co2limits,51.97,Cluster 1
county,29151,"Osage County, MO",co2limits,48.51,Cluster 1
county,29153,"Ozark County, MO",co2limits,53.13,Cluster 1
county,29155,"Pemiscot County, MO",co2limits,53.0,Cluster 1
county,29157,"Perry County, MO",co2limits,50.87,Cluster 1
county,29159,"Pettis County, MO",co2limits,53.88,Cluster 1
county,29161,"Phelps County, MO",co2limits,56.3,Cluster 1
county,29163,"Pike County, MO",co2limits,50.56,Cluster 1
county,29165,"Platte County, MO",co2limits,60.73,Cluster 1
county,29167,"Polk County, MO",co2limits,54.89,Cluster 1
county,29169,"Pulaski County, MO",co2limits,63.71,Cluster 1
county,29171,"Putnam County, MO",co2limits,53.23,Cluster 1
county,29173,"Ralls County, MO",co2limits,50.07,Cluster 1
county,29175,"Randolph County, MO",co2limits,40.18,Cluster 1
county,29177,"Ray County, MO",co2limits,53.46,Cluster 1
county,29179,"Reynolds County, MO",co2limits,52.63,Cluster 1
county,29181,"Ripley County, MO",co2limits,51.92,Cluster 1
county,29183,"St. Charles County, MO",co2limits,55.44,Cluster 1
county,29185,"St. Clair County, MO",co2limits,53.68,Cluster 1
county,29186,"Ste. Genevieve County, MO",co2limits,55.28,Cluster 1
county,29187,"St. Francois County, MO",co2limits,54.77,Cluster 1
county,29189,"St. Louis County, MO",co2limits,68.66,Cluster 1
county,29195,"Saline County, MO",co2limits,57.62,Cluster 1
county,29197,"Schuyler County, MO",co2limits,49.34,Cluster 1
county,29199,"Scotland County, MO",co2limits,56.69,Cluster 1
county,29201,"Scott County, MO",co2limits,49.57,Cluster 1
county,29203,"Shannon County, MO",co2limits,55.53,Cluster 1
county,29205,"Shelby County, MO",co2limits,51.83,Cluster 1
county,29207,"Stoddard County, MO",co2limits,50.21,Cluster 1
county,29209,"Stone County, MO",co2limits,53.44,Cluster 1
county,29211,"Sullivan County, MO",co2limits,58.78,Cluster 1
county,29213,"Taney County, MO",co2limits,56.27,Cluster 1
county,29215,"Texas County, MO",co2limits,50.92,Cluster 1
county,29217,"Vernon County, MO",co2limits,55.62,Cluster 1
county,29219,"Warren County, MO",co2limits,53.3,Cluster 1
county,29221,"Washington County, MO",co2limits,50.96,Cluster 1
county,29223,"Wayne County, MO",co2limits,53.1,Cluster 1
county,29225,"Webster County, MO",co2limits,52.73,Cluster 1
county,29227,"Worth County, MO",co2limits,54.2,Cluster 1
county,29229,"Wright County, MO",co2limits,50.81,Cluster 1
county,29510,"St. Louis city, MO",co2limits,74.3,Cluster 1
county,34001,"Atlantic County, NJ",co2limits,70.38,Cluster 1
county,34003,"Bergen County, NJ",co2limits,76.94,Cluster 1
county,34005,"Burlington County, NJ",co2limits,72.81,Cluster 1
county,34007,"Camden County, NJ",co2limits,74.98,Cluster 1
county,34009,"Cape May County, NJ",co2limits,63.96,Cluster 1
county,34011,"Cumberland County, NJ",co2limits,68.35,Cluster 1
county,34013,"Essex County, NJ",co2limits,78.74,Cluster 1
county,34015,"Gloucester County, NJ",co2limits,64.45,Cluster 1
county,34017,"Hudson County, NJ",co2limits,78.08,Cluster 1
county,34019,"Hunterdon County, NJ",co2limits,66.87,Cluster 1
county,34021,"Mercer County, NJ",co2limits,76.28,Cluster 1
county,34023,"Middlesex County, NJ",co2limits,71.97,Cluster 1
county,34025,"Monmouth County, NJ",co2limits,70.23,Cluster 1
county,34027,"Morris County, NJ",co2limits,72.61,Cluster 1
county,34029,"Ocean County, NJ",co2limits,62.46,Cluster 1
county,34031,"Passaic County, NJ",co2limits,72.55,Cluster 1
county,34033,"Salem County, NJ",co2limits,61.99,Cluster 1
county,34035,"Somerset County, NJ",co2limits,74.01,Cluster 1
county,34037,"Sussex County, NJ",co2limits,63.23,Cluster 1
county,34039,"Union County, NJ",co2limits,77.58,Cluster 1
county,34041,"Warren County, NJ",co2limits,62.03,Cluster 1
county,36001,"Albany County, NY",co2limits,73.12,Cluster 1
county,36003,"Allegany County, NY",co2limits,59.4,Cluster 1
county,36005,"Bronx County, NY",co2limits,76.07,Cluster 1
county,36007,"Broome County, NY",co2limits,64.09,Cluster 1
county,36009,"Cattaraugus County, NY",co2limits,59.83,Cluster 1
county,36011,"Cayuga County, NY",co2limits,63.74,Cluster 1
county,36013,"Chautauqua County, NY",co2limits,60.44,Cluster 1
county,36015,"Chemung County, NY",co2limits,62.92,Cluster 1
county,36017,"Chenango County, NY",co2limits,61.71,Cluster 1
county,36019,"Clinton County, NY",co2limits,66.3,Cluster 1
county,36021,"Columbia County, NY",co2limits,71.48,Cluster 1
county,36023,"Cortland County, NY",co2limits,66.64,Cluster 1
county,36025,"Delaware County, NY",co2limits,63.92,Cluster 1
county,36027,"Dutchess County, NY",co2limits,70.34,Cluster 1
county,36029,"Erie County, NY",co2limits,65.83,Cluster 1
county,36031,"Essex County, NY",co2limits,66.61,Cluster 1
county,36033,"Franklin County, NY",co2limits,64.59,Cluster 1
county,36035,"Fulton County, NY",co2limits,58.6,Cluster 1
county,36037,"Genesee County, NY",co2limits,58.83,Cluster 1
county,36039,"Greene County, NY",co2limits,61.02,Cluster 1
county,36041,"Hamilton County, NY",co2limits,58.13,Cluster 1
county,36043,"Herkimer County, NY",co2limits,59.52,Cluster 1
county,36045,"Jefferson County, NY",co2limits,63.77,Cluster 1
county,36047,"Kings County, NY",co2limits,76.99,Cluster 1
county,36049,"Lewis County, NY",co2limits,58.76,Cluster 1
county,36051,"Livingston County, NY",co2limits,60.95,Cluster 1
county,36053,"Madison County, NY",co2limits,62.64,Cluster 1
county,36055,"Monroe County, NY",co2limits,70.89,Cluster 1
county,36057,"Montgomery County, NY",co2limits,62.56,Cluster 1
county,36059,"Nassau County, NY",co2limits,73.4,Cluster 1
county,36061,"New York County, NY",co2limits,81.55,Cluster 1
county,36063,"Niagara County, NY",co2limits,59.13,Cluster 1
county,36065,"Oneida County, NY",co2limits,61.07,Cluster 1
county,36067,"Onondaga County, NY",co2limits,67.85,Cluster 1
county,36069,"Ontario County, NY",co2limits,63.23,Cluster 1
county,36071,"Orange County, NY",co2limits,67.22,Cluster 1
county,36073,"Orleans County, NY",co2limits,59.93,Cluster 1
county,36075,"Oswego County, NY",co2limits,59.84,Cluster 1
county,36077,"Otsego County, NY",co2limits,67.08,Cluster 1
county,36079,"Putnam County, NY",co2limits,64.75,Cluster 1
county,36081,"Queens County, NY",co2limits,77.39,Cluster 1
county,36083,"Rensselaer County, NY",co2limits,67.98,Cluster 1
county,36085,"Richmond County, NY",co2limits,70.55,Cluster 1
county,36087,"Rockland County, NY",co2limits,69.61,Cluster 1
county,36089,"St. Lawrence County, NY",co2limits,64.78,Cluster 1
county,36091,"Saratoga County, NY",co2limits,67.24,Cluster 1
county,36093,"Schenectady County, NY",co2limits,68.72,Cluster 1
county,36095,"Schoharie County, NY",co2limits,60.93,Cluster 1
county,36097,"Schuyler County, NY",co2limits,64.08,Cluster 1
county,36099,"Seneca County, NY",co2limits,63.66,Cluster 1
county,36101,"Steuben County, NY",co2limits,61.26,Cluster 1
county,36103,"Suffolk County, NY",co2limits,72.93,Cluster 1
county,36105,"Sullivan County, NY",co2limits,64.9,Cluster 1
county,36107,"Tioga County, NY",co2limits,60.94,Cluster 1
county,36109,"Tompkins County, NY",co2limits,76.62,Cluster 1
county,36111,"Ulster County, NY",co2limits,69.28,Cluster 1
county,36113,"Warren County, NY",co2limits,64.03,Cluster 1
county,36115,"Washington County, NY",co2limits,63.03,Cluster 1
county,36117,"Wayne County, NY",co2limits,60.77,Cluster 1
county,36119,"Westchester County, NY",co2limits,77.25,Cluster 1
county,36121,"Wyoming County, NY",co2limits,56.21,Cluster 1
county,36123,"Yates County, NY",co2limits,63.68,Cluster 1
county,37001,"Alamance County, NC",co2limits,63.64,Cluster 1
county,37003,"Alexander County, NC",co2limits,54.3,Cluster 1
county,37005,"Alleghany County, NC",co2limits,56.86,Cluster 1
county,37007,"Anson County, NC",co2limits,64.22,Cluster 1
county,37009,"Ashe County, NC",co2limits,59.54,Cluster 1
county,37011,"Avery County, NC",co2limits,57.37,Cluster 1
county,37013,"Beaufort County, NC",co2limits,58.99,Cluster 1
county,37015,"Bertie County, NC",co2limits,69.85,Cluster 1
county,37017,"Bladen County, NC",co2limits,60.74,Cluster 1
county,37019,"Brunswick County, NC",co2limits,63.1,Cluster 1
county,37021,"Buncombe County, NC",co2limits,69.58,Cluster 1
county,37023,"Burke County, NC",co2limits,55.96,Cluster 1
county,37025,"Cabarrus County, NC",co2limits,65.13,Cluster 1
county,37027,"Caldwell County, NC",co2limits,55.47,Cluster 1
county,37029,"Camden County, NC",co2limits,54.59,Cluster 1
county,37031,"Carteret County, NC",co2limits,56.83,Cluster 1
county,37033,"Caswell County, NC",co2limits,60.5,Cluster 1
county,37035,"Catawba County, NC",co2limits,54.41,Cluster 1
county,37037,"Chatham County, NC",co2limits,68.3,Cluster 1
county,37039,"Cherokee County, NC",co2limits,57.11,Cluster 1
county,37041,"Chowan County, NC",co2limits,62.88,Cluster 1
county,37043,"Clay County, NC",co2limits,56.21,Cluster 1
county,37045,"Cleveland County, NC",co2limits,59.02,Cluster 1
county,37047,"Columbus County, NC",co2limits,60.01,Cluster 1
county,37049,"Craven County, NC",co2limits,61.69,Cluster 1
county,37051,"Cumberland County, NC",co2limits,71.11,Cluster 1
county,37053,"Currituck County, NC",co2limits,56.67,Cluster 1
county,37055,"Dare County, NC",co2limits,64.47,Cluster 1
county,37057,"Davidson County, NC",co2limits,56.67,Cluster 1
county,37059,"Davie County, NC",co2limits,57.79,Cluster 1
county,37061,"Duplin County, NC",co2limits,62.62,Cluster 1
county,37063,"Durham County, NC",co2limits,74.52,Cluster 1
county,37065,"Edgecombe County, NC",co2limits,70.06,Cluster 1
county,37067,"Forsyth County, NC",co2limits,70.43,Cluster 1
county,37069,"Franklin County, NC",co2limits,64.06,Cluster 1
county,37071,"Gaston County, NC",co2limits,58.41,Cluster 1
county,37073,"Gates County, NC",co2limits,60.24,Cluster 1
county,37075,"Graham County, NC",co2limits,54.09,Cluster 1
county,37077,"Granville County, NC",co2limits,63.31,Cluster 1
county,37079,"Greene County, NC",co2limits,63.58,Cluster 1
county,37081,"Guilford County, NC",co2limits,68.0,Cluster 1
county,37083,"Halifax County, NC",co2limits,65.79,Cluster 1
county,37085,"Harnett County, NC",co2limits,60.92,Cluster 1
county,37087,"Haywood County, NC",co2limits,55.24,Cluster 1
county,37089,"Henderson County, NC",co2limits,59.52,Cluster 1
county,37091,"Hertford County, NC",co2limits,70.7,Cluster 1
county,37093,"Hoke County, NC",co2limits,67.56,Cluster 1
county,37095,"Hyde County, NC",co2limits,63.5,Cluster 1
county,37097,"Iredell County, NC",co2limits,61.6,Cluster 1
county,37099,"Jackson County, NC",co2limits,66.55,Cluster 1
county,37101,"Johnston County, NC",co2limits,60.82,Cluster 1
county,37103,"Jones County, NC",co2limits,61.63,Cluster 1
county,37105,"Lee County, NC",co2limits,63.04,Cluster 1
county,37107,"Lenoir County, NC",co2limits,65.52,Cluster 1
county,37109,"Lincoln County, NC",co2limits,55.39,Cluster 1
county,37111,"McDowell County, NC",co2limits,57.27,Cluster 1
county,37113,"Macon County, NC",co2limits,58.81,Cluster 1
county,37115,"Madison County, NC",co2limits,61.72,Cluster 1
county,37117,"Martin County, NC",co2limits,60.88,Cluster 1
county,37119,"Mecklenburg County, NC",co2limits,72.05,Cluster 1
county,37121,"Mitchell County, NC",co2limits,53.75,Cluster 1
county,37123,"Montgomery County, NC",co2limits,58.73,Cluster 1
county,37125,"Moore County, NC",co2limits,61.3,Cluster 1
county,37127,"Nash County, NC",co2limits,63.9,Cluster 1
county,37129,"New Hanover County, NC",co2limits,67.36,Cluster 1
county,37131,"Northampton County, NC",co2limits,65.44,Cluster 1
county,37133,"Onslow County, NC",co2limits,63.57,Cluster 1
county,37135,"Orange County, NC",co2limits,76.27,Cluster 1
county,37137,"Pamlico County, NC",co2limits,59.89,Cluster 1
county,37139,"Pasquotank County, NC",co2limits,65.88,Cluster 1
county,37141,"Pender County, NC",co2limits,60.57,Cluster 1
county,37143,"Perquimans County, NC",co2limits,59.17,Cluster 1
county,37145,"Person County, NC",co2limits,46.98,Cluster 1
county,37147,"Pitt County, NC",co2limits,67.06,Cluster 1
county,37149,"Polk County, NC",co2limits,61.48,Cluster 1
county,37151,"Randolph County, NC",co2limits,55.11,Cluster 1
county,37153,"Richmond County, NC",co2limits,59.11,Cluster 1
county,37155,"Robeson County, NC",co2limits,61.8,Cluster 1
county,37157,"Rockingham County, NC",co2limits,59.81,Cluster 1
county,37159,"Rowan County, NC",co2limits,56.63,Cluster 1
county,37161,"Rutherford County, NC",co2limits,56.74,Cluster 1
county,37163,"Sampson County, NC",co2limits,61.48,Cluster 1
county,37165,"Scotland County, NC",co2limits,63.93,Cluster 1
county,37167,"Stanly County, NC",co2limits,55.3,Cluster 1
county,37169,"Stokes County, NC",co2limits,41.57,Cluster 1
county,37171,"Surry County, NC",co2limits,55.56,Cluster 1
county,37173,"Swain County, NC",co2limits,61.05,Cluster 1
county,37175,"Transylvania County, NC",co2limits,63.19,Cluster 1
county,37177,"Tyrrell County, NC",co2limits,62.87,Cluster 1
county,37179,"Union County, NC",co2limits,61.69,Cluster 1
county,37181,"Vance County, NC",co2limits,69.53,Cluster 1
county,37183,"Wake County, NC",co2limits,70.84,Cluster 1
county,37185,"Warren County, NC",co2limits,69.92,Cluster 1
county,37187,"Washington County, NC",co2limits,68.22,Cluster 1
county,37189,"Watauga County, NC",co2limits,68.49,Cluster 1
county,37191,"Wayne County, NC",co2limits,63.47,Cluster 1
county,37193,"Wilkes County, NC",co2limits,54.19,Cluster 1
county,37195,"Wilson County, NC",co2limits,64.2,Cluster 1
county,37197,"Yadkin County, NC",co2limits,53.99,Cluster 1
county,37199,"Yancey County, NC",co2limits,58.59,Cluster 1
county,39001,"Adams County, OH",co2limits,39.61,Cluster 1
county,39003,"Allen County, OH",co2limits,50.89,Cluster 1
county,39005,"Ashland County, OH",co2limits,51.06,Cluster 1
county,39007,"Ashtabula County, OH",co2limits,56.52,Cluster 1
county,39009,"Athens County, OH",co2limits,69.14,Cluster 1
county,39011,"Auglaize County, OH",co2limits,48.14,Cluster 1
county,39013,"Belmont County, OH",co2limits,49.57,Cluster 1
county,39015,"Brown County, OH",co2limits,50.43,Cluster 1
county,39017,"Butler County, OH",co2limits,56.06,Cluster 1
county,39019,"Carroll County, OH",co2limits,52.35,Cluster 1
county,39021,"Champaign County, OH",co2limits,52.69,Cluster 1
county,39023,"Clark County, OH",co2limits,57.13,Cluster 1
county,39025,"Clermont County, OH",co2limits,55.48,Cluster 1
county,39027,"Clinton County, OH",co2limits,50.85,Cluster 1
county,39029,"Columbiana County, OH",co2limits,50.56,Cluster 1
county,39031,"Coshocton County, OH",co2limits,46.26,Cluster 1
county,39033,"Crawford County, OH",co2limits,50.62,Cluster 1
county,39035,"Cuyahoga County, OH",co2limits,64.5,Cluster 1
county,39037,"Darke County, OH",co2limits,49.01,Cluster 1
county,39039,"Defiance County, OH",co2limits,53.22,Cluster 1
county,39041,"Delaware County, OH",co2limits,57.31,Cluster 1
county,39043,"Erie County, OH",co2limits,58.13,Cluster 1
county,39045,"Fairfield County, OH",co2limits,57.0,Cluster 1
county,39047,"Fayette County, OH",co2limits,50.4,Cluster 1
county,39049,"Franklin County, OH",co2limits,69.61,Cluster 1
county,39051,"Fulton County, OH",co2limits,51.96,Cluster 1
county,39053,"Gallia County, OH",co2limits,37.06,Cluster 1
county,39055,"Geauga County, OH",co2limits,58.75,Cluster 1
county,39057,"Greene County, OH",co2limits,58.24,Cluster 1
county,39059,"Guernsey County, OH",co2limits,50.94,Cluster 1
county,39061,"Hamilton County, OH",co2limits,65.96,Cluster 1
county,39063,"Hancock County, OH",co2limits,54.48,Cluster 1
county,39065,"Hardin County, OH",co2limits,53.9,Cluster 1
county,39067,"Harrison County, OH",co2limits,50.34,Cluster 1
county,39069,"Henry County, OH",co2limits,51.44,Cluster 1
county,39071,"Highland County, OH",co2limits,51.11,Cluster 1
county,39073,"Hocking County, OH",co2limits,53.67,Cluster 1
county,39075,"Holmes County, OH",co2limits,55.73,Cluster 1
county,39077,"Huron County, OH",co2limits,53.07,Cluster 1
county,39079,"Jackson County, OH",co2limits,49.17,Cluster 1
county,39081,"Jefferson County, OH",co2limits,42.1,Cluster 1
county,39083,"Knox County, OH",co2limits,56.03,Cluster 1
county,39085,"Lake County, OH",co2limits,60.43,Cluster 1
county,39087,"Lawrence County, OH",co2limits,49.71,Cluster 1
county,39089,"Licking County, OH",co2limits,57.78,Cluster 1
county,39091,"Logan County, OH",co2limits,51.18,Cluster 1
county,39093,"Lorain County, OH",co2limits,63.33,Cluster 1
county,39095,"Lucas County, OH",co2limits,64.48,Cluster 1
county,39097,"Madison County, OH",co2limits,51.72,Cluster 1
county,39099,"Mahoning County, OH",co2limits,63.61,Cluster 1
county,39101,"Marion County, OH",co2limits,55.96,Cluster 1
county,39103,"Medina County, OH",co2limits,56.18,Cluster 1
county,39105,"Meigs County, OH",co2limits,47.97,Cluster 1
county,39107,"Mercer County, OH",co2limits,45.48,Cluster 1
county,39109,"Miami County, OH",co2limits,53.77,Cluster 1
county,39111,"Monroe County, OH",co2limits,47.48,Cluster 1
county,39113,"Montgomery County, OH",co2limits,61.74,Cluster 1
county,39115,"Morgan County, OH",co2limits,42.58,Cluster 1
county,39117,"Morrow County, OH",co2limits,51.72,Cluster 1
county,39119,"Muskingum County, OH",co2limits,53.78,Cluster 1
county,39121,"Noble County, OH",co2limits,49.45,Cluster 1
county,39123,"Ottawa County, OH",co2limits,55.3,Cluster 1
county,39125,"Paulding County, OH",co2limits,49.52,Cluster 1
county,39127,"Perry County, OH",co2limits,51.38,Cluster 1
county,39129,"Pickaway County, OH",co2limits,51.16,Cluster 1
county,39131,"Pike County, OH",co2limits,51.65,Cluster 1
county,39133,"Portage County, OH",co2limits,59.93,Cluster 1
county,39135,"Preble County, OH",co2limits,50.22,Cluster 1
county,39137,"Putnam County, OH",co2limits,47.75,Cluster 1
county,39139,"Richland County, OH",co2limits,52.93,Cluster 1
county,39141,"Ross County, OH",co2limits,54.03,Cluster 1
county,39143,"Sandusky County, OH",co2limits,53.43,Cluster 1
county,39145,"Scioto County, OH",co2limits,51.34,Cluster 1
county,39147,"Seneca County, OH",co2limits,56.11,Cluster 1
county,39149,"Shelby County, OH",co2limits,49.37,Cluster 1
county,39151,"Stark County, OH",co2limits,58.58,Cluster 1
county,39153,"Summit County, OH",co2limits,63.84,Cluster 1
county,39155,"Trumbull County, OH",co2limits,59.08,Cluster 1
county,39157,"Tuscarawas County, OH",co2limits,52.87,Cluster 1
county,39159,"Union County, OH",co2limits,53.11,Cluster 1
county,39161,"Van Wert County, OH",co2limits,47.8,Cluster 1
county,39163,"Vinton County, OH",co2limits,51.47,Cluster 1
county,39165,"Warren County, OH",co2limits,55.28,Cluster 1
county,39167,"Washington County, OH",co2limits,47.42,Cluster 1
county,39169,"Wayne County, OH",co2limits,53.69,Cluster 1
county,39171,"Williams County, OH",co2limits,52.56,Cluster 1
county,39173,"Wood County, OH",co2limits,61.64,Cluster 1
county,39175,"Wyandot County, OH",co2limits,51.29,Cluster 1
county,41001,"Baker County, OR",co2limits,57.55,Cluster 2
county,41003,"Benton County, OR",co2limits,75.53,Cluster 2
county,41005,"Clackamas County, OR",co2limits,64.09,Cluster 2
county,41007,"Clatsop County, OR",co2limits,68.03,Cluster 2
county,41009,"Columbia County, OR",co2limits,60.82,Cluster 2
county,41011,"Coos County, OR",co2limits,60.72,Cluster 2
county,41013,"Crook County, OR",co2limits,55.64,Cluster 2
